0 <- 1684 : 2 | 1684 58 0 
91 <- 1684 : 3 | 1684 58 0 91 
92 <- 1684 : 3 | 1684 58 0 92 
93 <- 1684 : 3 | 1684 58 0 93 
94 <- 1684 : 3 | 1684 58 0 94 
95 <- 1684 : 3 | 1684 58 0 95 
96 <- 1684 : 3 | 1684 58 0 96 
97 <- 1684 : 3 | 1684 58 0 97 
98 <- 1684 : 3 | 1684 58 0 98 
99 <- 1684 : 3 | 1684 58 0 99 
100 <- 1684 : 3 | 1684 58 0 100 
101 <- 1684 : 3 | 1684 58 0 101 
102 <- 1684 : 3 | 1684 58 0 102 
103 <- 1718 : 2 | 1718 136 103 
104 <- 1684 : 3 | 1684 58 0 104 
105 <- 1684 : 3 | 1684 58 0 105 
106 <- 1684 : 3 | 1684 58 0 106 
107 <- 1616 : 1 | 1616 107 
108 <- 1684 : 3 | 1684 58 0 108 
109 <- 1684 : 3 | 1684 58 0 109 
110 <- 1684 : 3 | 1684 58 0 110 
111 <- 1684 : 3 | 1684 58 0 111 
112 <- 1684 : 3 | 1684 58 0 112 
113 <- 1684 : 3 | 1684 58 0 113 
114 <- 1684 : 3 | 1684 58 0 114 
115 <- 1684 : 3 | 1684 58 0 115 
116 <- 1684 : 3 | 1684 58 0 116 
117 <- 1684 : 3 | 1684 58 0 117 
118 <- 1684 : 3 | 1684 58 0 118 
119 <- 1684 : 2 | 1684 171 119 
120 <- 1718 : 2 | 1718 136 120 
121 <- 1684 : 3 | 1684 58 0 121 
122 <- 1718 : 2 | 1718 136 122 
123 <- 1684 : 3 | 1684 58 0 123 
124 <- 1684 : 3 | 1684 58 0 124 
125 <- 1718 : 2 | 1718 136 125 
126 <- 1684 : 3 | 1684 58 0 126 
127 <- 1684 : 3 | 1684 58 0 127 
128 <- 1684 : 3 | 1684 58 0 128 
129 <- 1684 : 3 | 1684 58 0 129 
130 <- 1684 : 3 | 1684 58 0 130 
131 <- 1684 : 3 | 1684 58 0 131 
132 <- 1684 : 3 | 1684 58 0 132 
133 <- 1684 : 3 | 1684 58 0 133 
134 <- 1684 : 3 | 1684 58 0 134 
135 <- 1684 : 3 | 1684 58 0 135 
136 <- 1718 : 1 | 1718 136 
137 <- 1684 : 3 | 1684 58 0 137 
138 <- 1684 : 3 | 1684 58 0 138 
139 <- 1684 : 3 | 1684 58 0 139 
140 <- 1684 : 3 | 1684 58 0 140 
141 <- 1684 : 3 | 1684 58 0 141 
142 <- 1684 : 3 | 1684 58 0 142 
143 <- 1684 : 3 | 1684 58 0 143 
144 <- 1684 : 3 | 1684 58 0 144 
145 <- 1684 : 3 | 1684 58 0 145 
146 <- 1718 : 2 | 1718 136 146 
147 <- 1684 : 3 | 1684 58 0 147 
148 <- 1684 : 3 | 1684 58 0 148 
149 <- 1684 : 3 | 1684 58 0 149 
150 <- 1684 : 2 | 1684 171 150 
151 <- 1684 : 3 | 1684 58 0 151 
152 <- 1684 : 3 | 1684 58 0 152 
153 <- 1684 : 3 | 1684 58 0 153 
154 <- 1684 : 3 | 1684 58 0 154 
155 <- 1684 : 3 | 1684 58 0 155 
156 <- 1718 : 2 | 1718 136 156 
157 <- 1684 : 3 | 1684 58 0 157 
158 <- 1684 : 3 | 1684 58 0 158 
159 <- 1684 : 3 | 1684 58 0 159 
160 <- 1684 : 3 | 1684 58 0 160 
161 <- 1684 : 3 | 1684 58 0 161 
162 <- 1684 : 3 | 1684 58 0 162 
163 <- 1684 : 3 | 1684 58 0 163 
164 <- 1684 : 3 | 1684 58 0 164 
165 <- 1684 : 3 | 1684 58 0 165 
166 <- 1684 : 3 | 1684 58 0 166 
167 <- 1684 : 3 | 1684 58 0 167 
168 <- 1684 : 3 | 1684 58 0 168 
169 <- 1718 : 2 | 1718 136 169 
170 <- 1684 : 3 | 1684 58 0 170 
171 <- 1684 : 1 | 1684 171 
172 <- 1684 : 3 | 1684 58 0 172 
173 <- 1694 : 2 | 1694 649 173 
174 <- 1684 : 3 | 1684 58 0 174 
175 <- 1684 : 3 | 1684 58 0 175 
176 <- 1684 : 3 | 1684 58 0 176 
177 <- 1684 : 3 | 1684 58 0 177 
178 <- 1684 : 3 | 1684 58 0 178 
179 <- 1684 : 3 | 1684 58 0 179 
180 <- 1684 : 3 | 1684 58 0 180 
181 <- 1684 : 3 | 1684 58 0 181 
182 <- 1684 : 3 | 1684 58 0 182 
183 <- 1684 : 3 | 1684 58 0 183 
184 <- 1684 : 3 | 1684 58 0 184 
185 <- 1684 : 3 | 1684 58 0 185 
186 <- 1684 : 3 | 1684 58 0 186 
187 <- 1684 : 3 | 1684 58 0 187 
188 <- 1684 : 3 | 1684 58 0 188 
189 <- 1684 : 2 | 1684 171 189 
190 <- 1684 : 3 | 1684 58 0 190 
191 <- 1684 : 3 | 1684 58 0 191 
192 <- 1684 : 3 | 1684 58 0 192 
193 <- 1684 : 3 | 1684 58 0 193 
194 <- 1684 : 3 | 1684 58 0 194 
195 <- 1684 : 3 | 1684 58 0 195 
196 <- 1684 : 3 | 1684 58 0 196 
197 <- 1684 : 3 | 1684 58 0 197 
198 <- 1684 : 3 | 1684 58 0 198 
199 <- 1684 : 3 | 1684 58 0 199 
200 <- 1684 : 3 | 1684 58 0 200 
201 <- 1684 : 3 | 1684 58 0 201 
202 <- 1684 : 3 | 1684 58 0 202 
203 <- 1684 : 3 | 1684 58 0 203 
204 <- 1684 : 3 | 1684 58 0 204 
205 <- 1684 : 3 | 1684 58 0 205 
206 <- 1684 : 3 | 1684 58 0 206 
207 <- 1684 : 3 | 1684 58 0 207 
208 <- 1684 : 3 | 1684 58 0 208 
209 <- 1684 : 3 | 1684 58 0 209 
210 <- 1684 : 3 | 1684 58 0 210 
211 <- 1684 : 3 | 1684 58 0 211 
212 <- 1684 : 3 | 1684 58 0 212 
213 <- 1718 : 2 | 1718 136 213 
214 <- 1684 : 3 | 1684 58 0 214 
215 <- 1684 : 3 | 1684 58 0 215 
216 <- 1684 : 3 | 1684 58 0 216 
217 <- 1684 : 2 | 1684 171 217 
218 <- 1684 : 3 | 1684 58 0 218 
219 <- 1684 : 3 | 1684 58 0 219 
220 <- 1684 : 3 | 1684 58 0 220 
221 <- 1684 : 3 | 1684 58 0 221 
222 <- 1684 : 3 | 1684 58 0 222 
223 <- 1684 : 3 | 1684 58 0 223 
224 <- 1684 : 3 | 1684 58 0 224 
225 <- 1684 : 3 | 1684 58 0 225 
226 <- 1684 : 3 | 1684 58 0 226 
227 <- 1684 : 3 | 1684 58 0 227 
228 <- 1684 : 3 | 1684 58 0 228 
229 <- 1684 : 3 | 1684 58 0 229 
230 <- 1684 : 3 | 1684 58 0 230 
231 <- 1684 : 3 | 1684 58 0 231 
232 <- 1684 : 3 | 1684 58 0 232 
233 <- 1684 : 3 | 1684 58 0 233 
234 <- 1684 : 3 | 1684 58 0 234 
235 <- 1684 : 3 | 1684 58 0 235 
236 <- 1684 : 3 | 1684 58 0 236 
237 <- 1684 : 3 | 1684 58 0 237 
238 <- 1684 : 3 | 1684 58 0 238 
239 <- 1684 : 3 | 1684 58 0 239 
240 <- 1684 : 3 | 1684 58 0 240 
241 <- 1684 : 3 | 1684 58 0 241 
242 <- 1684 : 3 | 1684 58 0 242 
243 <- 1684 : 3 | 1684 58 0 243 
244 <- 1684 : 3 | 1684 58 0 244 
245 <- 1684 : 3 | 1684 58 0 245 
246 <- 1718 : 2 | 1718 136 246 
247 <- 1684 : 3 | 1684 58 0 247 
248 <- 1684 : 3 | 1684 58 0 248 
249 <- 1684 : 3 | 1684 58 0 249 
250 <- 1684 : 3 | 1684 58 0 250 
251 <- 1684 : 3 | 1684 58 0 251 
252 <- 1684 : 3 | 1684 58 0 252 
253 <- 1684 : 3 | 1684 58 0 253 
254 <- 1684 : 3 | 1684 58 0 254 
255 <- 1684 : 3 | 1684 58 0 255 
256 <- 1684 : 3 | 1684 58 0 256 
257 <- 1684 : 3 | 1684 58 0 257 
258 <- 1684 : 3 | 1684 58 0 258 
259 <- 1684 : 3 | 1684 58 0 259 
260 <- 1684 : 3 | 1684 58 0 260 
261 <- 1684 : 3 | 1684 58 0 261 
262 <- 1684 : 3 | 1684 58 0 262 
263 <- 1684 : 3 | 1684 58 0 263 
264 <- 1684 : 3 | 1684 58 0 264 
265 <- 1684 : 3 | 1684 58 0 265 
266 <- 1684 : 3 | 1684 58 0 266 
267 <- 1684 : 3 | 1684 58 0 267 
268 <- 1684 : 3 | 1684 58 0 268 
269 <- 1684 : 2 | 1684 58 269 
270 <- 1684 : 3 | 1684 58 0 270 
271 <- 1684 : 3 | 1684 58 0 271 
272 <- 1684 : 3 | 1684 58 0 272 
273 <- 1684 : 3 | 1684 58 0 273 
274 <- 1684 : 3 | 1684 58 0 274 
275 <- 1684 : 3 | 1684 58 0 275 
276 <- 1684 : 3 | 1684 58 0 276 
277 <- 1684 : 3 | 1684 58 0 277 
278 <- 1684 : 3 | 1684 58 0 278 
279 <- 1684 : 3 | 1684 58 0 279 
280 <- 1684 : 3 | 1684 58 0 280 
281 <- 1684 : 3 | 1684 58 0 281 
282 <- 1684 : 3 | 1684 58 0 282 
283 <- 1684 : 3 | 1684 58 0 283 
284 <- 1684 : 3 | 1684 58 0 284 
285 <- 1718 : 2 | 1718 136 285 
286 <- 1684 : 3 | 1684 58 0 286 
287 <- 1684 : 3 | 1684 58 0 287 
288 <- 1684 : 3 | 1684 58 0 288 
289 <- 1684 : 3 | 1684 58 0 289 
290 <- 1684 : 3 | 1684 58 0 290 
291 <- 1684 : 3 | 1684 58 0 291 
292 <- 1684 : 3 | 1684 58 0 292 
293 <- 1684 : 3 | 1684 58 0 293 
294 <- 1684 : 3 | 1684 58 0 294 
295 <- 1684 : 3 | 1684 58 0 295 
296 <- 1684 : 3 | 1684 58 0 296 
297 <- 1684 : 3 | 1684 58 0 297 
298 <- 1684 : 3 | 1684 58 0 298 
299 <- 1684 : 3 | 1684 58 0 299 
300 <- 1684 : 3 | 1684 58 0 300 
301 <- 1684 : 3 | 1684 58 0 301 
302 <- 1684 : 3 | 1684 58 0 302 
303 <- 1684 : 3 | 1684 58 0 303 
304 <- 1718 : 2 | 1718 136 304 
305 <- 1684 : 3 | 1684 58 0 305 
306 <- 1684 : 3 | 1684 58 0 306 
307 <- 1684 : 3 | 1684 58 0 307 
308 <- 1718 : 2 | 1718 136 308 
309 <- 1684 : 3 | 1684 58 0 309 
310 <- 1684 : 3 | 1684 58 0 310 
311 <- 1684 : 3 | 1684 58 0 311 
312 <- 1684 : 3 | 1684 58 0 312 
313 <- 1684 : 3 | 1684 58 0 313 
314 <- 1684 : 3 | 1684 58 0 314 
315 <- 1718 : 2 | 1718 136 315 
316 <- 1684 : 3 | 1684 58 0 316 
317 <- 1684 : 3 | 1684 58 0 317 
318 <- 1684 : 3 | 1684 58 0 318 
319 <- 1684 : 3 | 1684 58 0 319 
320 <- 1684 : 3 | 1684 58 0 320 
321 <- 1684 : 3 | 1684 58 0 321 
322 <- 1718 : 2 | 1718 136 322 
323 <- 1684 : 3 | 1684 58 0 323 
324 <- 1718 : 2 | 1718 136 324 
325 <- 1684 : 3 | 1684 58 0 325 
326 <- 1684 : 3 | 1684 58 0 326 
327 <- 1684 : 3 | 1684 58 0 327 
328 <- 1684 : 3 | 1684 58 0 328 
329 <- 1684 : 3 | 1684 58 0 329 
330 <- 1684 : 3 | 1684 58 0 330 
331 <- 1684 : 3 | 1684 58 0 331 
332 <- 1684 : 3 | 1684 58 0 332 
333 <- 1684 : 3 | 1684 58 0 333 
334 <- 1684 : 3 | 1684 58 0 334 
335 <- 1684 : 3 | 1684 58 0 335 
336 <- 1684 : 3 | 1684 58 0 336 
337 <- 1684 : 3 | 1684 58 0 337 
338 <- 1684 : 3 | 1684 58 0 338 
339 <- 1718 : 2 | 1718 136 339 
340 <- 1684 : 3 | 1684 58 0 340 
341 <- 1684 : 3 | 1684 58 0 341 
342 <- 1684 : 3 | 1684 58 0 342 
343 <- 1684 : 3 | 1684 58 0 343 
344 <- 1684 : 3 | 1684 58 0 344 
345 <- 1684 : 3 | 1684 58 0 345 
346 <- 1684 : 3 | 1684 58 0 346 
347 <- 1684 : 3 | 1684 58 0 347 
348 <- 1616 : 2 | 1616 107 348 
349 <- 1616 : 3 | 1616 107 348 349 
350 <- 1616 : 2 | 1616 484 350 
351 <- 1616 : 3 | 1616 107 348 351 
352 <- 1616 : 2 | 1616 484 352 
353 <- 1616 : 1 | 1616 353 
354 <- 1616 : 2 | 1616 376 354 
355 <- 1616 : 2 | 1616 376 355 
356 <- 1616 : 3 | 1616 107 348 356 
357 <- 1630 : 2 | 1630 389 357 
358 <- 1616 : 3 | 1616 107 348 358 
359 <- 1616 : 2 | 1616 376 359 
360 <- 1616 : 2 | 1616 376 360 
361 <- 1616 : 2 | 1616 376 361 
362 <- 1616 : 3 | 1616 107 348 362 
363 <- 1616 : 1 | 1616 363 
364 <- 1616 : 3 | 1616 107 348 364 
365 <- 1616 : 3 | 1616 107 348 365 
366 <- 1616 : 1 | 1616 366 
367 <- 1616 : 2 | 1616 363 367 
368 <- 1616 : 2 | 1616 363 368 
369 <- 1630 : 2 | 1630 389 369 
370 <- 1616 : 2 | 1616 353 370 
371 <- 1616 : 3 | 1616 107 348 371 
372 <- 1616 : 3 | 1616 107 348 372 
373 <- 1616 : 2 | 1616 353 373 
374 <- 1616 : 2 | 1616 363 374 
375 <- 1616 : 2 | 1616 484 375 
376 <- 1616 : 1 | 1616 376 
377 <- 1616 : 3 | 1616 107 348 377 
378 <- 1616 : 2 | 1616 363 378 
379 <- 1616 : 3 | 1616 107 348 379 
380 <- 1630 : 2 | 1630 389 380 
381 <- 1630 : 2 | 1630 389 381 
382 <- 1616 : 3 | 1616 107 348 382 
383 <- 1616 : 3 | 1616 107 348 383 
384 <- 1616 : 3 | 1616 107 348 384 
385 <- 1616 : 2 | 1616 363 385 
386 <- 1616 : 3 | 1616 107 348 386 
387 <- 1616 : 2 | 1616 376 387 
388 <- 1616 : 2 | 1616 353 388 
389 <- 1630 : 1 | 1630 389 
390 <- 1616 : 2 | 1616 376 390 
391 <- 1616 : 2 | 1616 353 391 
392 <- 1692 : 2 | 1692 428 392 
393 <- 1616 : 3 | 1616 107 348 393 
394 <- 1616 : 2 | 1616 353 394 
395 <- 1616 : 2 | 1616 366 395 
396 <- 1616 : 2 | 1616 376 396 
397 <- 1616 : 2 | 1616 376 397 
398 <- 1616 : 2 | 1616 484 398 
399 <- 1616 : 3 | 1616 107 348 399 
400 <- 1616 : 2 | 1616 353 400 
401 <- 1616 : 3 | 1616 107 348 401 
402 <- 1616 : 2 | 1616 363 402 
403 <- 1645 : 2 | 1645 475 403 
404 <- 1616 : 2 | 1616 353 404 
405 <- 1616 : 2 | 1616 376 405 
406 <- 1616 : 3 | 1616 107 348 406 
407 <- 1687 : 2 | 1687 563 407 
408 <- 1616 : 2 | 1616 353 408 
409 <- 1616 : 2 | 1616 353 409 
410 <- 1616 : 2 | 1616 376 410 
411 <- 1616 : 3 | 1616 107 348 411 
412 <- 1616 : 2 | 1616 353 412 
413 <- 1616 : 2 | 1616 376 413 
414 <- 1616 : 2 | 1616 107 414 
415 <- 1692 : 2 | 1692 428 415 
416 <- 1616 : 2 | 1616 483 416 
417 <- 1616 : 2 | 1616 353 417 
418 <- 1645 : 2 | 1645 475 418 
419 <- 1616 : 2 | 1616 353 419 
420 <- 1673 : 1 | 1673 420 
421 <- 1687 : 2 | 1687 563 421 
422 <- 1616 : 2 | 1616 483 422 
423 <- 1616 : 2 | 1616 376 423 
424 <- 1630 : 2 | 1630 389 424 
425 <- 1692 : 2 | 1692 428 425 
426 <- 1616 : 2 | 1616 376 426 
427 <- 1692 : 2 | 1692 428 427 
428 <- 1692 : 1 | 1692 428 
429 <- 1616 : 3 | 1616 107 348 429 
430 <- 1616 : 2 | 1616 353 430 
431 <- 1616 : 2 | 1616 353 431 
432 <- 1616 : 2 | 1616 353 432 
433 <- 1687 : 2 | 1687 563 433 
434 <- 1616 : 2 | 1616 366 434 
435 <- 1630 : 2 | 1630 389 435 
436 <- 1616 : 2 | 1616 363 436 
437 <- 1616 : 3 | 1616 107 348 437 
438 <- 1616 : 2 | 1616 366 438 
439 <- 1616 : 2 | 1616 376 439 
440 <- 1616 : 2 | 1616 484 440 
441 <- 1616 : 3 | 1616 107 348 441 
442 <- 1616 : 2 | 1616 376 442 
443 <- 1616 : 3 | 1616 107 348 443 
444 <- 1616 : 2 | 1616 363 444 
445 <- 1616 : 3 | 1616 107 348 445 
446 <- 1616 : 2 | 1616 353 446 
447 <- 1616 : 3 | 1616 107 348 447 
448 <- 1616 : 3 | 1616 107 348 448 
449 <- 1687 : 2 | 1687 563 449 
450 <- 1616 : 2 | 1616 376 450 
451 <- 1673 : 2 | 1673 420 451 
452 <- 1616 : 2 | 1616 376 452 
453 <- 1616 : 3 | 1616 107 348 453 
454 <- 1616 : 3 | 1616 107 348 454 
455 <- 1616 : 2 | 1616 363 455 
456 <- 1616 : 2 | 1616 376 456 
457 <- 1630 : 2 | 1630 389 457 
458 <- 1616 : 2 | 1616 376 458 
459 <- 1630 : 2 | 1630 389 459 
460 <- 1616 : 2 | 1616 353 460 
461 <- 1616 : 2 | 1616 363 461 
462 <- 1616 : 2 | 1616 353 462 
463 <- 1616 : 2 | 1616 363 463 
464 <- 1694 : 3 | 1694 649 173 464 
465 <- 1616 : 2 | 1616 376 465 
466 <- 1616 : 3 | 1616 107 348 466 
467 <- 1616 : 3 | 1616 107 348 467 
468 <- 1616 : 3 | 1616 107 348 468 
469 <- 1630 : 2 | 1630 389 469 
470 <- 1616 : 3 | 1616 107 348 470 
471 <- 1616 : 2 | 1616 353 471 
472 <- 1616 : 3 | 1616 107 348 472 
473 <- 1616 : 2 | 1616 376 473 
474 <- 1645 : 2 | 1645 475 474 
475 <- 1645 : 1 | 1645 475 
476 <- 1616 : 3 | 1616 107 348 476 
477 <- 1687 : 2 | 1687 563 477 
478 <- 1616 : 3 | 1616 107 348 478 
479 <- 1692 : 2 | 1692 428 479 
480 <- 1687 : 2 | 1687 563 480 
481 <- 1616 : 2 | 1616 363 481 
482 <- 1616 : 2 | 1616 353 482 
483 <- 1616 : 1 | 1616 483 
484 <- 1616 : 1 | 1616 484 
485 <- 1687 : 2 | 1687 563 485 
486 <- 1630 : 2 | 1630 389 486 
487 <- 1616 : 2 | 1616 353 487 
488 <- 1616 : 2 | 1616 376 488 
489 <- 1616 : 2 | 1616 376 489 
490 <- 1616 : 2 | 1616 376 490 
491 <- 1616 : 2 | 1616 376 491 
492 <- 1616 : 2 | 1616 353 492 
493 <- 1616 : 2 | 1616 353 493 
494 <- 1616 : 2 | 1616 483 494 
495 <- 1616 : 3 | 1616 107 348 495 
496 <- 1616 : 2 | 1616 353 496 
497 <- 1616 : 2 | 1616 353 497 
498 <- 1616 : 3 | 1616 107 348 498 
499 <- 1616 : 3 | 1616 107 348 499 
500 <- 1616 : 2 | 1616 353 500 
501 <- 1616 : 3 | 1616 107 348 501 
502 <- 1616 : 2 | 1616 376 502 
503 <- 1616 : 2 | 1616 353 503 
504 <- 1687 : 2 | 1687 563 504 
505 <- 1630 : 2 | 1630 389 505 
506 <- 1616 : 2 | 1616 363 506 
507 <- 1616 : 2 | 1616 363 507 
508 <- 1692 : 2 | 1692 428 508 
509 <- 1630 : 2 | 1630 389 509 
510 <- 1687 : 2 | 1687 563 510 
511 <- 1616 : 2 | 1616 376 511 
512 <- 1692 : 2 | 1692 428 512 
513 <- 1616 : 2 | 1616 353 513 
514 <- 1616 : 2 | 1616 353 514 
515 <- 1616 : 2 | 1616 353 515 
516 <- 1630 : 2 | 1630 389 516 
517 <- 1616 : 1 | 1616 517 
518 <- 1630 : 2 | 1630 389 518 
519 <- 1616 : 2 | 1616 376 519 
520 <- 1616 : 2 | 1616 353 520 
521 <- 1616 : 2 | 1616 363 521 
522 <- 1616 : 3 | 1616 107 348 522 
523 <- 1616 : 2 | 1616 376 523 
524 <- 1616 : 2 | 1616 353 524 
525 <- 1616 : 2 | 1616 363 525 
526 <- 1616 : 1 | 1616 526 
527 <- 1616 : 2 | 1616 363 527 
528 <- 1687 : 2 | 1687 563 528 
529 <- 1616 : 3 | 1616 107 348 529 
530 <- 1616 : 3 | 1616 107 348 530 
531 <- 1616 : 2 | 1616 376 531 
532 <- 1616 : 3 | 1616 107 348 532 
533 <- 1616 : 3 | 1616 107 348 533 
534 <- 1687 : 2 | 1687 563 534 
535 <- 1616 : 2 | 1616 483 535 
536 <- 1616 : 2 | 1616 484 536 
537 <- 1616 : 2 | 1616 353 537 
538 <- 1677 : 1 | 1677 538 
539 <- 1616 : 2 | 1616 366 539 
540 <- 1616 : 2 | 1616 353 540 
541 <- 1687 : 2 | 1687 563 541 
542 <- 1616 : 2 | 1616 353 542 
543 <- 1687 : 2 | 1687 563 543 
544 <- 1616 : 2 | 1616 353 544 
545 <- 1616 : 2 | 1616 376 545 
546 <- 1616 : 2 | 1616 376 546 
547 <- 1616 : 2 | 1616 376 547 
548 <- 1616 : 2 | 1616 366 548 
549 <- 1692 : 2 | 1692 428 549 
550 <- 1616 : 3 | 1616 107 348 550 
551 <- 1630 : 2 | 1630 389 551 
552 <- 1616 : 3 | 1616 107 348 552 
553 <- 1616 : 2 | 1616 363 553 
554 <- 1630 : 2 | 1630 389 554 
555 <- 1616 : 2 | 1616 366 555 
556 <- 1616 : 2 | 1616 376 556 
557 <- 1616 : 2 | 1616 376 557 
558 <- 1692 : 2 | 1692 428 558 
559 <- 1616 : 2 | 1616 353 559 
560 <- 1616 : 2 | 1616 353 560 
561 <- 1616 : 2 | 1616 353 561 
562 <- 1616 : 3 | 1616 107 348 562 
563 <- 1687 : 1 | 1687 563 
564 <- 1616 : 3 | 1616 107 348 564 
565 <- 1616 : 2 | 1616 363 565 
566 <- 1630 : 1 | 1630 566 
567 <- 1616 : 2 | 1616 353 567 
568 <- 1616 : 3 | 1616 107 348 568 
569 <- 1673 : 2 | 1673 420 569 
570 <- 1616 : 2 | 1616 376 570 
571 <- 1616 : 3 | 1616 107 348 571 
572 <- 1616 : 3 | 1616 107 348 572 
573 <- 1616 : 3 | 1616 107 414 573 
574 <- 1650 : 2 | 1650 596 574 
575 <- 1616 : 3 | 1616 107 414 575 
576 <- 1616 : 3 | 1616 107 414 576 
577 <- 1616 : 3 | 1616 107 414 577 
578 <- 1616 : 3 | 1616 107 414 578 
579 <- 1616 : 3 | 1616 107 414 579 
580 <- 1616 : 1 | 1616 580 
581 <- 1616 : 3 | 1616 107 414 581 
582 <- 1616 : 3 | 1616 107 414 582 
583 <- 1616 : 3 | 1616 107 414 583 
584 <- 1650 : 2 | 1650 596 584 
585 <- 1616 : 3 | 1616 107 414 585 
586 <- 1616 : 2 | 1616 376 586 
587 <- 1616 : 2 | 1616 376 587 
588 <- 1616 : 3 | 1616 107 414 588 
589 <- 1650 : 2 | 1650 596 589 
590 <- 1616 : 3 | 1616 353 373 590 
591 <- 1616 : 2 | 1616 363 591 
592 <- 1616 : 3 | 1616 107 414 592 
593 <- 1630 : 2 | 1630 566 593 
594 <- 1692 : 2 | 1692 428 594 
595 <- 1616 : 3 | 1616 107 414 595 
596 <- 1650 : 1 | 1650 596 
597 <- 1616 : 3 | 1616 107 414 597 
598 <- 1616 : 3 | 1616 107 414 598 
599 <- 1616 : 3 | 1616 107 414 599 
600 <- 1616 : 3 | 1616 107 414 600 
601 <- 1645 : 1 | 1645 601 
