0 <- 3290 : 2 | 3290 58 0 
48 <- 3290 : 3 | 3290 58 0 48 
49 <- 3290 : 3 | 3290 58 0 49 
50 <- 3290 : 3 | 3290 58 0 50 
51 <- 3290 : 3 | 3290 58 0 51 
52 <- 3290 : 3 | 3290 58 0 52 
53 <- 3290 : 3 | 3290 58 0 53 
54 <- 3290 : 3 | 3290 58 0 54 
55 <- 3290 : 3 | 3290 58 0 55 
56 <- 3290 : 3 | 3290 58 0 56 
57 <- 3290 : 3 | 3290 58 0 57 
58 <- 3290 : 1 | 3290 58 
59 <- 3290 : 3 | 3290 58 0 59 
60 <- 3290 : 3 | 3290 58 0 60 
61 <- 3290 : 3 | 3290 58 0 61 
62 <- 3290 : 3 | 3290 58 0 62 
63 <- 3290 : 3 | 3290 58 0 63 
64 <- 3290 : 2 | 3290 171 64 
65 <- 3290 : 3 | 3290 58 0 65 
66 <- 3290 : 3 | 3290 58 0 66 
67 <- 3290 : 3 | 3290 58 0 67 
68 <- 3290 : 3 | 3290 58 0 68 
69 <- 3290 : 3 | 3290 58 0 69 
70 <- 3290 : 3 | 3290 58 0 70 
71 <- 3290 : 3 | 3290 58 0 71 
72 <- 3290 : 3 | 3290 58 0 72 
73 <- 3290 : 3 | 3290 58 0 73 
74 <- 3290 : 3 | 3290 58 0 74 
75 <- 3290 : 3 | 3290 58 0 75 
76 <- 3290 : 3 | 3290 58 0 76 
77 <- 3290 : 3 | 3290 58 0 77 
78 <- 3290 : 3 | 3290 58 0 78 
79 <- 3290 : 3 | 3290 58 0 79 
80 <- 3290 : 3 | 3290 58 0 80 
81 <- 3290 : 3 | 3290 58 0 81 
82 <- 3290 : 3 | 3290 58 0 82 
83 <- 3290 : 3 | 3290 58 0 83 
84 <- 3290 : 3 | 3290 58 0 84 
85 <- 3290 : 3 | 3290 58 0 85 
86 <- 3290 : 3 | 3290 58 0 86 
87 <- 3290 : 3 | 3290 58 0 87 
88 <- 3290 : 3 | 3290 58 0 88 
89 <- 3290 : 3 | 3290 58 0 89 
90 <- 3290 : 3 | 3290 58 0 90 
91 <- 3290 : 3 | 3290 58 0 91 
92 <- 3290 : 3 | 3290 58 0 92 
93 <- 3290 : 3 | 3290 58 0 93 
94 <- 3290 : 3 | 3290 58 0 94 
95 <- 3290 : 3 | 3290 58 0 95 
96 <- 3290 : 3 | 3290 58 0 96 
97 <- 3290 : 3 | 3290 58 0 97 
98 <- 3290 : 3 | 3290 58 0 98 
99 <- 3290 : 3 | 3290 58 0 99 
100 <- 3290 : 3 | 3290 58 0 100 
101 <- 3290 : 3 | 3290 58 0 101 
102 <- 3290 : 3 | 3290 58 0 102 
103 <- 3290 : 3 | 3290 58 0 103 
104 <- 3290 : 3 | 3290 58 0 104 
105 <- 3290 : 3 | 3290 58 0 105 
106 <- 3290 : 3 | 3290 58 0 106 
107 <- 3290 : 2 | 3290 58 107 
108 <- 3290 : 3 | 3290 58 0 108 
109 <- 3290 : 3 | 3290 58 0 109 
110 <- 3290 : 3 | 3290 58 0 110 
111 <- 3290 : 3 | 3290 58 0 111 
112 <- 3290 : 3 | 3290 58 0 112 
113 <- 3290 : 3 | 3290 58 0 113 
114 <- 3290 : 3 | 3290 58 0 114 
115 <- 3290 : 3 | 3290 58 0 115 
116 <- 3290 : 3 | 3290 58 0 116 
117 <- 3290 : 3 | 3290 58 0 117 
118 <- 3290 : 3 | 3290 58 0 118 
119 <- 3290 : 2 | 3290 171 119 
120 <- 3290 : 3 | 3290 58 0 120 
121 <- 3290 : 3 | 3290 58 0 121 
122 <- 3290 : 3 | 3290 58 0 122 
123 <- 3290 : 3 | 3290 58 0 123 
124 <- 3290 : 3 | 3290 58 0 124 
125 <- 3290 : 3 | 3290 58 0 125 
126 <- 3290 : 3 | 3290 58 0 126 
127 <- 3290 : 3 | 3290 58 0 127 
128 <- 3290 : 3 | 3290 58 0 128 
129 <- 3290 : 3 | 3290 58 0 129 
130 <- 3290 : 3 | 3290 58 0 130 
131 <- 3290 : 3 | 3290 58 0 131 
132 <- 3290 : 3 | 3290 58 0 132 
133 <- 3290 : 3 | 3290 58 0 133 
134 <- 3290 : 3 | 3290 58 0 134 
135 <- 3290 : 3 | 3290 58 0 135 
136 <- 3290 : 3 | 3290 58 0 136 
137 <- 3290 : 3 | 3290 58 0 137 
138 <- 3290 : 3 | 3290 58 0 138 
139 <- 3290 : 3 | 3290 58 0 139 
140 <- 3290 : 3 | 3290 58 0 140 
141 <- 3290 : 3 | 3290 58 0 141 
142 <- 3290 : 3 | 3290 58 0 142 
143 <- 3290 : 3 | 3290 58 0 143 
144 <- 3290 : 3 | 3290 58 0 144 
145 <- 3290 : 3 | 3290 58 0 145 
146 <- 3290 : 3 | 3290 58 0 146 
147 <- 3290 : 3 | 3290 58 0 147 
148 <- 3290 : 3 | 3290 58 0 148 
149 <- 3290 : 3 | 3290 58 0 149 
150 <- 3290 : 2 | 3290 171 150 
151 <- 3290 : 3 | 3290 58 0 151 
152 <- 3290 : 3 | 3290 58 0 152 
153 <- 3290 : 3 | 3290 58 0 153 
154 <- 3290 : 3 | 3290 58 0 154 
155 <- 3290 : 3 | 3290 58 0 155 
156 <- 3290 : 3 | 3290 58 0 156 
157 <- 3290 : 3 | 3290 58 0 157 
158 <- 3290 : 3 | 3290 58 0 158 
159 <- 3290 : 3 | 3290 58 0 159 
160 <- 3290 : 3 | 3290 58 0 160 
161 <- 3290 : 3 | 3290 58 0 161 
162 <- 3290 : 3 | 3290 58 0 162 
163 <- 3290 : 3 | 3290 58 0 163 
164 <- 3290 : 3 | 3290 58 0 164 
165 <- 3290 : 3 | 3290 58 0 165 
166 <- 3290 : 3 | 3290 58 0 166 
167 <- 3290 : 3 | 3290 58 0 167 
168 <- 3290 : 3 | 3290 58 0 168 
169 <- 3290 : 3 | 3290 58 0 169 
170 <- 3290 : 3 | 3290 58 0 170 
171 <- 3290 : 1 | 3290 171 
172 <- 3290 : 3 | 3290 58 0 172 
173 <- 3290 : 3 | 3290 58 0 173 
174 <- 3290 : 3 | 3290 58 0 174 
175 <- 3290 : 3 | 3290 58 0 175 
176 <- 3290 : 3 | 3290 58 0 176 
177 <- 3290 : 3 | 3290 58 0 177 
178 <- 3290 : 3 | 3290 58 0 178 
179 <- 3290 : 3 | 3290 58 0 179 
180 <- 3290 : 3 | 3290 58 0 180 
181 <- 3290 : 3 | 3290 58 0 181 
182 <- 3290 : 3 | 3290 58 0 182 
183 <- 3290 : 3 | 3290 58 0 183 
184 <- 3290 : 3 | 3290 58 0 184 
185 <- 3290 : 3 | 3290 58 0 185 
186 <- 3290 : 3 | 3290 58 0 186 
187 <- 3290 : 3 | 3290 58 0 187 
188 <- 3290 : 3 | 3290 58 0 188 
189 <- 3290 : 2 | 3290 171 189 
190 <- 3290 : 3 | 3290 58 0 190 
191 <- 3290 : 3 | 3290 58 0 191 
192 <- 3290 : 3 | 3290 58 0 192 
193 <- 3290 : 3 | 3290 58 0 193 
194 <- 3290 : 3 | 3290 58 0 194 
195 <- 3290 : 3 | 3290 58 0 195 
196 <- 3290 : 3 | 3290 58 0 196 
197 <- 3290 : 3 | 3290 58 0 197 
198 <- 3290 : 3 | 3290 58 0 198 
199 <- 3290 : 3 | 3290 58 0 199 
200 <- 3290 : 3 | 3290 58 0 200 
201 <- 3290 : 3 | 3290 58 0 201 
202 <- 3290 : 3 | 3290 58 0 202 
203 <- 3290 : 3 | 3290 58 0 203 
204 <- 3290 : 3 | 3290 58 0 204 
205 <- 3290 : 3 | 3290 58 0 205 
206 <- 3290 : 3 | 3290 58 0 206 
207 <- 3290 : 3 | 3290 58 0 207 
208 <- 3290 : 3 | 3290 58 0 208 
209 <- 3290 : 3 | 3290 58 0 209 
210 <- 3290 : 3 | 3290 58 0 210 
211 <- 3290 : 3 | 3290 58 0 211 
212 <- 3290 : 3 | 3290 58 0 212 
213 <- 3290 : 3 | 3290 58 0 213 
214 <- 3290 : 3 | 3290 58 0 214 
215 <- 3290 : 3 | 3290 58 0 215 
216 <- 3290 : 3 | 3290 58 0 216 
217 <- 3290 : 2 | 3290 171 217 
218 <- 3290 : 3 | 3290 58 0 218 
219 <- 3290 : 3 | 3290 58 0 219 
220 <- 3290 : 3 | 3290 58 0 220 
221 <- 3290 : 3 | 3290 58 0 221 
222 <- 3290 : 3 | 3290 58 0 222 
223 <- 3290 : 3 | 3290 58 0 223 
224 <- 3290 : 3 | 3290 58 0 224 
225 <- 3290 : 3 | 3290 58 0 225 
226 <- 3290 : 3 | 3290 58 0 226 
227 <- 3290 : 3 | 3290 58 0 227 
228 <- 3290 : 3 | 3290 58 0 228 
229 <- 3290 : 3 | 3290 58 0 229 
230 <- 3290 : 3 | 3290 58 0 230 
231 <- 3290 : 3 | 3290 58 0 231 
232 <- 3290 : 3 | 3290 58 0 232 
233 <- 3290 : 3 | 3290 58 0 233 
234 <- 3290 : 3 | 3290 58 0 234 
235 <- 3290 : 3 | 3290 58 0 235 
236 <- 3290 : 3 | 3290 58 0 236 
237 <- 3290 : 3 | 3290 58 0 237 
238 <- 3290 : 3 | 3290 58 0 238 
239 <- 3290 : 3 | 3290 58 0 239 
240 <- 3290 : 3 | 3290 58 0 240 
241 <- 3290 : 3 | 3290 58 0 241 
242 <- 3290 : 3 | 3290 58 0 242 
243 <- 3290 : 3 | 3290 58 0 243 
244 <- 3290 : 3 | 3290 58 0 244 
245 <- 3290 : 3 | 3290 58 0 245 
246 <- 3290 : 3 | 3290 58 0 246 
247 <- 3290 : 3 | 3290 58 0 247 
248 <- 3290 : 3 | 3290 58 0 248 
249 <- 3290 : 3 | 3290 58 0 249 
250 <- 3290 : 3 | 3290 58 0 250 
251 <- 3290 : 3 | 3290 58 0 251 
252 <- 3290 : 3 | 3290 58 0 252 
253 <- 3290 : 3 | 3290 58 0 253 
254 <- 3290 : 3 | 3290 58 0 254 
255 <- 3290 : 3 | 3290 58 0 255 
256 <- 3290 : 3 | 3290 58 0 256 
257 <- 3290 : 3 | 3290 58 0 257 
258 <- 3290 : 3 | 3290 58 0 258 
259 <- 3290 : 3 | 3290 58 0 259 
260 <- 3290 : 3 | 3290 58 0 260 
261 <- 3290 : 3 | 3290 58 0 261 
262 <- 3290 : 3 | 3290 58 0 262 
263 <- 3290 : 3 | 3290 58 0 263 
264 <- 3290 : 3 | 3290 58 0 264 
265 <- 3290 : 3 | 3290 58 0 265 
266 <- 3290 : 3 | 3290 58 0 266 
267 <- 3290 : 3 | 3290 58 0 267 
268 <- 3290 : 3 | 3290 58 0 268 
269 <- 3290 : 2 | 3290 58 269 
270 <- 3290 : 3 | 3290 58 0 270 
271 <- 3290 : 3 | 3290 58 0 271 
272 <- 3290 : 3 | 3290 58 0 272 
273 <- 3290 : 3 | 3290 58 0 273 
274 <- 3290 : 3 | 3290 58 0 274 
275 <- 3290 : 3 | 3290 58 0 275 
276 <- 3290 : 3 | 3290 58 0 276 
277 <- 3290 : 3 | 3290 58 0 277 
278 <- 3290 : 3 | 3290 58 0 278 
279 <- 3290 : 3 | 3290 58 0 279 
280 <- 3290 : 3 | 3290 58 0 280 
281 <- 3290 : 3 | 3290 58 0 281 
282 <- 3290 : 3 | 3290 58 0 282 
283 <- 3290 : 3 | 3290 58 0 283 
284 <- 3290 : 3 | 3290 58 0 284 
285 <- 3290 : 3 | 3290 58 0 285 
286 <- 3290 : 3 | 3290 58 0 286 
287 <- 3290 : 3 | 3290 58 0 287 
288 <- 3290 : 3 | 3290 58 0 288 
289 <- 3290 : 3 | 3290 58 0 289 
290 <- 3290 : 3 | 3290 58 0 290 
291 <- 3290 : 3 | 3290 58 0 291 
292 <- 3290 : 3 | 3290 58 0 292 
293 <- 3290 : 3 | 3290 58 0 293 
294 <- 3290 : 3 | 3290 58 0 294 
295 <- 3290 : 3 | 3290 58 0 295 
296 <- 3290 : 3 | 3290 58 0 296 
297 <- 3290 : 3 | 3290 58 0 297 
298 <- 3290 : 3 | 3290 58 0 298 
299 <- 3290 : 3 | 3290 58 0 299 
300 <- 3290 : 3 | 3290 58 0 300 
301 <- 3290 : 3 | 3290 58 0 301 
302 <- 3290 : 3 | 3290 58 0 302 
303 <- 3290 : 3 | 3290 58 0 303 
304 <- 3290 : 3 | 3290 58 0 304 
305 <- 3290 : 3 | 3290 58 0 305 
306 <- 3290 : 3 | 3290 58 0 306 
307 <- 3290 : 3 | 3290 58 0 307 
308 <- 3290 : 3 | 3290 58 0 308 
309 <- 3290 : 3 | 3290 58 0 309 
310 <- 3290 : 3 | 3290 58 0 310 
311 <- 3290 : 3 | 3290 58 0 311 
312 <- 3290 : 3 | 3290 58 0 312 
313 <- 3290 : 3 | 3290 58 0 313 
314 <- 3290 : 3 | 3290 58 0 314 
315 <- 3290 : 3 | 3290 58 0 315 
316 <- 3290 : 3 | 3290 58 0 316 
317 <- 3290 : 3 | 3290 58 0 317 
318 <- 3290 : 3 | 3290 58 0 318 
319 <- 3290 : 3 | 3290 58 0 319 
320 <- 3290 : 3 | 3290 58 0 320 
321 <- 3290 : 3 | 3290 58 0 321 
322 <- 3290 : 3 | 3290 58 0 322 
323 <- 3290 : 3 | 3290 58 0 323 
324 <- 3290 : 3 | 3290 58 0 324 
325 <- 3290 : 3 | 3290 58 0 325 
326 <- 3290 : 3 | 3290 58 0 326 
327 <- 3290 : 3 | 3290 58 0 327 
328 <- 3290 : 3 | 3290 58 0 328 
329 <- 3290 : 3 | 3290 58 0 329 
330 <- 3290 : 3 | 3290 58 0 330 
331 <- 3290 : 3 | 3290 58 0 331 
332 <- 3290 : 3 | 3290 58 0 332 
333 <- 3290 : 3 | 3290 58 0 333 
334 <- 3290 : 3 | 3290 58 0 334 
335 <- 3290 : 3 | 3290 58 0 335 
336 <- 3290 : 3 | 3290 58 0 336 
337 <- 3290 : 3 | 3290 58 0 337 
338 <- 3290 : 3 | 3290 58 0 338 
339 <- 3290 : 3 | 3290 58 0 339 
340 <- 3290 : 3 | 3290 58 0 340 
341 <- 3290 : 3 | 3290 58 0 341 
342 <- 3290 : 3 | 3290 58 0 342 
343 <- 3290 : 3 | 3290 58 0 343 
344 <- 3290 : 3 | 3290 58 0 344 
345 <- 3290 : 3 | 3290 58 0 345 
346 <- 3290 : 3 | 3290 58 0 346 
347 <- 3290 : 3 | 3290 58 0 347 
348 <- 3437 : 2 | 3437 567 348 
349 <- 3437 : 3 | 3437 567 348 349 
350 <- 3437 : 3 | 3437 567 348 350 
351 <- 3437 : 3 | 3437 567 348 351 
352 <- 3437 : 3 | 3437 567 348 352 
353 <- 3437 : 2 | 3437 567 353 
354 <- 3437 : 3 | 3437 567 348 354 
355 <- 3437 : 3 | 3437 567 348 355 
356 <- 3437 : 3 | 3437 567 348 356 
357 <- 3437 : 3 | 3437 567 348 357 
358 <- 3437 : 3 | 3437 567 348 358 
359 <- 3437 : 3 | 3437 567 348 359 
360 <- 3437 : 2 | 3437 567 360 
361 <- 3437 : 3 | 3437 567 348 361 
362 <- 3437 : 3 | 3437 567 348 362 
363 <- 3290 : 3 | 3290 58 107 363 
364 <- 3437 : 3 | 3437 567 348 364 
365 <- 3437 : 3 | 3437 567 348 365 
366 <- 3290 : 3 | 3290 58 107 366 
367 <- 3437 : 3 | 3437 567 348 367 
368 <- 3437 : 3 | 3437 567 348 368 
369 <- 3437 : 3 | 3437 567 348 369 
370 <- 3437 : 2 | 3437 567 370 
371 <- 3437 : 3 | 3437 567 348 371 
372 <- 3437 : 3 | 3437 567 348 372 
373 <- 3437 : 2 | 3437 567 373 
374 <- 3437 : 2 | 3437 567 374 
375 <- 3437 : 3 | 3437 567 348 375 
376 <- 3437 : 2 | 3437 567 376 
377 <- 3437 : 3 | 3437 567 348 377 
378 <- 3437 : 3 | 3437 567 348 378 
379 <- 3437 : 3 | 3437 567 348 379 
380 <- 3437 : 3 | 3437 567 348 380 
381 <- 3437 : 3 | 3437 567 348 381 
382 <- 3437 : 3 | 3437 567 348 382 
383 <- 3437 : 3 | 3437 567 348 383 
384 <- 3437 : 3 | 3437 567 348 384 
385 <- 3437 : 3 | 3437 567 348 385 
386 <- 3437 : 3 | 3437 567 348 386 
387 <- 3437 : 2 | 3437 567 387 
388 <- 3437 : 2 | 3437 567 388 
389 <- 3290 : 3 | 3290 58 107 389 
390 <- 3437 : 3 | 3437 567 348 390 
391 <- 3437 : 2 | 3437 567 391 
392 <- 3437 : 2 | 3437 567 392 
393 <- 3437 : 3 | 3437 567 348 393 
394 <- 3437 : 3 | 3437 567 348 394 
395 <- 3437 : 2 | 3437 567 395 
396 <- 3437 : 3 | 3437 567 348 396 
397 <- 3437 : 3 | 3437 567 348 397 
398 <- 3437 : 3 | 3437 567 348 398 
399 <- 3437 : 3 | 3437 567 348 399 
400 <- 3437 : 2 | 3437 567 400 
401 <- 3437 : 3 | 3437 567 348 401 
402 <- 3437 : 2 | 3437 567 402 
403 <- 3437 : 3 | 3437 567 348 403 
404 <- 3437 : 3 | 3437 567 348 404 
405 <- 3437 : 3 | 3437 567 348 405 
406 <- 3437 : 3 | 3437 567 348 406 
407 <- 3437 : 3 | 3437 567 348 407 
408 <- 3437 : 3 | 3437 567 348 408 
409 <- 3437 : 3 | 3437 567 348 409 
410 <- 3437 : 3 | 3437 567 348 410 
411 <- 3437 : 3 | 3437 567 348 411 
412 <- 3437 : 2 | 3437 567 412 
413 <- 3437 : 3 | 3437 567 348 413 
414 <- 3437 : 2 | 3437 567 414 
415 <- 3437 : 3 | 3437 567 348 415 
416 <- 3437 : 2 | 3437 567 416 
417 <- 3437 : 2 | 3437 567 417 
418 <- 3437 : 3 | 3437 567 348 418 
419 <- 3437 : 2 | 3437 567 419 
420 <- 3437 : 2 | 3437 567 420 
421 <- 3437 : 3 | 3437 567 348 421 
422 <- 3437 : 3 | 3437 567 348 422 
423 <- 3437 : 2 | 3437 567 423 
424 <- 3437 : 3 | 3437 567 348 424 
425 <- 3437 : 3 | 3437 567 348 425 
426 <- 3437 : 3 | 3437 567 348 426 
427 <- 3437 : 3 | 3437 567 348 427 
428 <- 3437 : 2 | 3437 567 428 
429 <- 3437 : 3 | 3437 567 348 429 
430 <- 3437 : 3 | 3437 567 348 430 
431 <- 3437 : 3 | 3437 567 348 431 
432 <- 3437 : 3 | 3437 567 348 432 
433 <- 3437 : 3 | 3437 567 348 433 
434 <- 3437 : 3 | 3437 567 348 434 
435 <- 3437 : 3 | 3437 567 348 435 
436 <- 3437 : 3 | 3437 567 348 436 
437 <- 3437 : 3 | 3437 567 348 437 
438 <- 3437 : 3 | 3437 567 348 438 
439 <- 3437 : 2 | 3437 567 439 
440 <- 3437 : 3 | 3437 567 348 440 
441 <- 3437 : 3 | 3437 567 348 441 
442 <- 3437 : 3 | 3437 567 348 442 
443 <- 3437 : 3 | 3437 567 348 443 
444 <- 3437 : 3 | 3437 567 348 444 
445 <- 3437 : 3 | 3437 567 348 445 
446 <- 3437 : 3 | 3437 567 348 446 
447 <- 3437 : 3 | 3437 567 348 447 
448 <- 3437 : 3 | 3437 567 348 448 
449 <- 3437 : 3 | 3437 567 348 449 
450 <- 3437 : 3 | 3437 567 348 450 
451 <- 3437 : 2 | 3437 567 451 
452 <- 3437 : 3 | 3437 567 348 452 
453 <- 3437 : 3 | 3437 567 348 453 
454 <- 3437 : 3 | 3437 567 348 454 
455 <- 3437 : 3 | 3437 567 348 455 
456 <- 3437 : 2 | 3437 567 456 
457 <- 3437 : 3 | 3437 567 348 457 
458 <- 3437 : 3 | 3437 567 348 458 
459 <- 3437 : 3 | 3437 567 348 459 
460 <- 3437 : 2 | 3437 567 460 
461 <- 3437 : 2 | 3437 567 461 
462 <- 3437 : 3 | 3437 567 348 462 
463 <- 3437 : 3 | 3437 567 348 463 
464 <- 3437 : 3 | 3437 567 348 464 
465 <- 3437 : 2 | 3437 567 465 
466 <- 3437 : 3 | 3437 567 348 466 
467 <- 3437 : 3 | 3437 567 348 467 
468 <- 3437 : 3 | 3437 567 348 468 
469 <- 3437 : 3 | 3437 567 348 469 
470 <- 3437 : 3 | 3437 567 348 470 
471 <- 3437 : 2 | 3437 567 471 
472 <- 3437 : 2 | 3437 567 472 
473 <- 3437 : 3 | 3437 567 348 473 
474 <- 3437 : 3 | 3437 567 348 474 
475 <- 3437 : 2 | 3437 567 475 
476 <- 3437 : 3 | 3437 567 348 476 
477 <- 3437 : 3 | 3437 567 348 477 
478 <- 3437 : 3 | 3437 567 348 478 
479 <- 3437 : 3 | 3437 567 348 479 
480 <- 3437 : 3 | 3437 567 348 480 
481 <- 3437 : 3 | 3437 567 348 481 
482 <- 3437 : 3 | 3437 567 348 482 
483 <- 3437 : 2 | 3437 567 483 
484 <- 3437 : 2 | 3437 567 484 
485 <- 3437 : 3 | 3437 567 348 485 
486 <- 3437 : 3 | 3437 567 348 486 
487 <- 3437 : 3 | 3437 567 348 487 
488 <- 3437 : 3 | 3437 567 348 488 
489 <- 3437 : 3 | 3437 567 348 489 
490 <- 3437 : 3 | 3437 567 348 490 
491 <- 3437 : 3 | 3437 567 348 491 
492 <- 3437 : 2 | 3437 567 492 
493 <- 3437 : 3 | 3437 567 348 493 
494 <- 3437 : 3 | 3437 567 348 494 
495 <- 3437 : 3 | 3437 567 348 495 
496 <- 3437 : 3 | 3437 567 348 496 
497 <- 3437 : 2 | 3437 567 497 
498 <- 3437 : 3 | 3437 567 348 498 
499 <- 3437 : 3 | 3437 567 348 499 
500 <- 3437 : 3 | 3437 567 348 500 
501 <- 3437 : 3 | 3437 567 348 501 
502 <- 3437 : 3 | 3437 567 348 502 
503 <- 3437 : 2 | 3437 567 503 
504 <- 3437 : 3 | 3437 567 348 504 
505 <- 3437 : 3 | 3437 567 348 505 
506 <- 3437 : 3 | 3437 567 348 506 
507 <- 3437 : 3 | 3437 567 348 507 
508 <- 3437 : 3 | 3437 567 348 508 
509 <- 3437 : 3 | 3437 567 348 509 
510 <- 3437 : 3 | 3437 567 348 510 
511 <- 3437 : 3 | 3437 567 348 511 
512 <- 3437 : 3 | 3437 567 348 512 
513 <- 3437 : 2 | 3437 567 513 
514 <- 3437 : 3 | 3437 567 348 514 
515 <- 3437 : 3 | 3437 567 348 515 
516 <- 3437 : 3 | 3437 567 348 516 
517 <- 3290 : 3 | 3290 58 107 517 
518 <- 3437 : 3 | 3437 567 348 518 
519 <- 3437 : 3 | 3437 567 348 519 
520 <- 3437 : 2 | 3437 567 520 
521 <- 3437 : 3 | 3437 567 348 521 
522 <- 3437 : 3 | 3437 567 348 522 
523 <- 3437 : 3 | 3437 567 348 523 
524 <- 3437 : 2 | 3437 567 524 
525 <- 3437 : 2 | 3437 567 525 
526 <- 3290 : 3 | 3290 58 107 526 
527 <- 3437 : 2 | 3437 567 527 
528 <- 3437 : 3 | 3437 567 348 528 
529 <- 3437 : 3 | 3437 567 348 529 
530 <- 3437 : 3 | 3437 567 348 530 
531 <- 3437 : 3 | 3437 567 348 531 
532 <- 3437 : 3 | 3437 567 348 532 
533 <- 3437 : 3 | 3437 567 348 533 
534 <- 3437 : 3 | 3437 567 348 534 
535 <- 3437 : 3 | 3437 567 348 535 
536 <- 3437 : 3 | 3437 567 348 536 
537 <- 3437 : 2 | 3437 567 537 
538 <- 3290 : 3 | 3290 58 107 538 
539 <- 3437 : 3 | 3437 567 348 539 
540 <- 3437 : 3 | 3437 567 348 540 
541 <- 3437 : 3 | 3437 567 348 541 
542 <- 3437 : 2 | 3437 567 542 
543 <- 3437 : 3 | 3437 567 348 543 
544 <- 3437 : 3 | 3437 567 348 544 
545 <- 3437 : 3 | 3437 567 348 545 
546 <- 3437 : 3 | 3437 567 348 546 
547 <- 3437 : 3 | 3437 567 348 547 
548 <- 3437 : 3 | 3437 567 348 548 
549 <- 3437 : 3 | 3437 567 348 549 
550 <- 3437 : 3 | 3437 567 348 550 
551 <- 3437 : 3 | 3437 567 348 551 
552 <- 3437 : 3 | 3437 567 348 552 
553 <- 3437 : 2 | 3437 567 553 
554 <- 3437 : 3 | 3437 567 348 554 
555 <- 3437 : 3 | 3437 567 348 555 
556 <- 3437 : 3 | 3437 567 348 556 
557 <- 3437 : 3 | 3437 567 348 557 
558 <- 3437 : 3 | 3437 567 348 558 
559 <- 3437 : 2 | 3437 567 559 
560 <- 3437 : 3 | 3437 567 348 560 
561 <- 3437 : 2 | 3437 567 561 
562 <- 3437 : 3 | 3437 567 348 562 
563 <- 3437 : 2 | 3437 567 563 
564 <- 3437 : 3 | 3437 567 348 564 
565 <- 3437 : 3 | 3437 567 348 565 
566 <- 3437 : 2 | 3437 567 566 
567 <- 3437 : 1 | 3437 567 
568 <- 3437 : 3 | 3437 567 348 568 
569 <- 3437 : 3 | 3437 567 348 569 
570 <- 3437 : 3 | 3437 567 348 570 
571 <- 3437 : 3 | 3437 567 348 571 
572 <- 3437 : 3 | 3437 567 348 572 
573 <- 3437 : 3 | 3437 567 414 573 
574 <- 3437 : 3 | 3437 567 395 574 
575 <- 3437 : 3 | 3437 567 414 575 
576 <- 3437 : 3 | 3437 567 414 576 
577 <- 3437 : 3 | 3437 567 414 577 
578 <- 3437 : 3 | 3437 567 414 578 
579 <- 3437 : 3 | 3437 567 414 579 
580 <- 3437 : 2 | 3437 567 580 
581 <- 3437 : 3 | 3437 567 414 581 
582 <- 3437 : 3 | 3437 567 414 582 
583 <- 3437 : 3 | 3437 567 414 583 
584 <- 3437 : 3 | 3437 567 414 584 
585 <- 3437 : 3 | 3437 567 414 585 
586 <- 3437 : 3 | 3437 567 376 586 
