0 <- 2838 : 2 | 2838 58 0 
72 <- 2838 : 3 | 2838 58 0 72 
73 <- 2838 : 3 | 2838 58 0 73 
74 <- 2838 : 3 | 2838 58 0 74 
75 <- 2838 : 3 | 2838 58 0 75 
76 <- 2838 : 3 | 2838 58 0 76 
77 <- 2838 : 3 | 2838 58 0 77 
78 <- 2838 : 3 | 2838 58 0 78 
79 <- 2838 : 3 | 2838 58 0 79 
80 <- 2838 : 3 | 2838 58 0 80 
81 <- 2838 : 3 | 2838 58 0 81 
82 <- 2838 : 3 | 2838 58 0 82 
83 <- 2838 : 3 | 2838 58 0 83 
84 <- 2838 : 3 | 2838 58 0 84 
85 <- 2838 : 3 | 2838 58 0 85 
86 <- 2838 : 3 | 2838 58 0 86 
87 <- 2838 : 3 | 2838 58 0 87 
88 <- 2838 : 3 | 2838 58 0 88 
89 <- 2838 : 3 | 2838 58 0 89 
90 <- 2838 : 3 | 2838 58 0 90 
91 <- 2838 : 3 | 2838 58 0 91 
92 <- 2838 : 3 | 2838 58 0 92 
93 <- 2838 : 3 | 2838 58 0 93 
94 <- 2838 : 3 | 2838 58 0 94 
95 <- 2838 : 3 | 2838 58 0 95 
96 <- 2838 : 3 | 2838 58 0 96 
97 <- 2838 : 3 | 2838 58 0 97 
98 <- 2838 : 3 | 2838 58 0 98 
99 <- 2838 : 3 | 2838 58 0 99 
100 <- 2838 : 3 | 2838 58 0 100 
101 <- 2838 : 3 | 2838 58 0 101 
102 <- 2838 : 3 | 2838 58 0 102 
103 <- 2838 : 3 | 2838 58 0 103 
104 <- 2838 : 3 | 2838 58 0 104 
105 <- 2838 : 3 | 2838 58 0 105 
106 <- 2838 : 3 | 2838 58 0 106 
107 <- 2838 : 2 | 2838 58 107 
108 <- 2838 : 3 | 2838 58 0 108 
109 <- 2838 : 3 | 2838 58 0 109 
110 <- 2838 : 3 | 2838 58 0 110 
111 <- 2838 : 3 | 2838 58 0 111 
112 <- 2838 : 3 | 2838 58 0 112 
113 <- 2838 : 3 | 2838 58 0 113 
114 <- 2838 : 3 | 2838 58 0 114 
115 <- 2838 : 3 | 2838 58 0 115 
116 <- 2838 : 3 | 2838 58 0 116 
117 <- 2838 : 3 | 2838 58 0 117 
118 <- 2838 : 3 | 2838 58 0 118 
119 <- 2838 : 2 | 2838 171 119 
120 <- 2838 : 3 | 2838 58 0 120 
121 <- 2838 : 3 | 2838 58 0 121 
122 <- 2838 : 3 | 2838 58 0 122 
123 <- 2838 : 3 | 2838 58 0 123 
124 <- 2838 : 3 | 2838 58 0 124 
125 <- 2838 : 3 | 2838 58 0 125 
126 <- 2838 : 3 | 2838 58 0 126 
127 <- 2838 : 3 | 2838 58 0 127 
128 <- 2838 : 3 | 2838 58 0 128 
129 <- 2838 : 3 | 2838 58 0 129 
130 <- 2838 : 3 | 2838 58 0 130 
131 <- 2838 : 3 | 2838 58 0 131 
132 <- 2838 : 3 | 2838 58 0 132 
133 <- 2838 : 3 | 2838 58 0 133 
134 <- 2838 : 3 | 2838 58 0 134 
135 <- 2838 : 3 | 2838 58 0 135 
136 <- 2838 : 3 | 2838 58 0 136 
137 <- 2838 : 3 | 2838 58 0 137 
138 <- 2838 : 3 | 2838 58 0 138 
139 <- 2838 : 3 | 2838 58 0 139 
140 <- 2838 : 3 | 2838 58 0 140 
141 <- 2838 : 3 | 2838 58 0 141 
142 <- 2838 : 3 | 2838 58 0 142 
143 <- 2838 : 3 | 2838 58 0 143 
144 <- 2838 : 3 | 2838 58 0 144 
145 <- 2838 : 3 | 2838 58 0 145 
146 <- 2838 : 3 | 2838 58 0 146 
147 <- 2838 : 3 | 2838 58 0 147 
148 <- 2838 : 3 | 2838 58 0 148 
149 <- 2838 : 3 | 2838 58 0 149 
150 <- 2838 : 2 | 2838 171 150 
151 <- 2838 : 3 | 2838 58 0 151 
152 <- 2838 : 3 | 2838 58 0 152 
153 <- 2838 : 3 | 2838 58 0 153 
154 <- 2838 : 3 | 2838 58 0 154 
155 <- 2838 : 3 | 2838 58 0 155 
156 <- 2838 : 3 | 2838 58 0 156 
157 <- 2838 : 3 | 2838 58 0 157 
158 <- 2838 : 3 | 2838 58 0 158 
159 <- 2838 : 3 | 2838 58 0 159 
160 <- 2838 : 3 | 2838 58 0 160 
161 <- 2838 : 3 | 2838 58 0 161 
162 <- 2838 : 3 | 2838 58 0 162 
163 <- 2838 : 3 | 2838 58 0 163 
164 <- 2838 : 3 | 2838 58 0 164 
165 <- 2838 : 3 | 2838 58 0 165 
166 <- 2838 : 3 | 2838 58 0 166 
167 <- 2838 : 3 | 2838 58 0 167 
168 <- 2838 : 3 | 2838 58 0 168 
169 <- 2838 : 3 | 2838 58 0 169 
170 <- 2838 : 3 | 2838 58 0 170 
171 <- 2838 : 1 | 2838 171 
172 <- 2838 : 3 | 2838 58 0 172 
173 <- 2838 : 3 | 2838 58 0 173 
174 <- 2838 : 3 | 2838 58 0 174 
175 <- 2838 : 3 | 2838 58 0 175 
176 <- 2838 : 3 | 2838 58 0 176 
177 <- 2838 : 3 | 2838 58 0 177 
178 <- 2838 : 3 | 2838 58 0 178 
179 <- 2838 : 3 | 2838 58 0 179 
180 <- 2838 : 3 | 2838 58 0 180 
181 <- 2838 : 3 | 2838 58 0 181 
182 <- 2838 : 3 | 2838 58 0 182 
183 <- 2838 : 3 | 2838 58 0 183 
184 <- 2838 : 3 | 2838 58 0 184 
185 <- 2838 : 3 | 2838 58 0 185 
186 <- 2838 : 3 | 2838 58 0 186 
187 <- 2838 : 3 | 2838 58 0 187 
188 <- 2838 : 3 | 2838 58 0 188 
189 <- 2838 : 2 | 2838 171 189 
190 <- 2838 : 3 | 2838 58 0 190 
191 <- 2838 : 3 | 2838 58 0 191 
192 <- 2838 : 3 | 2838 58 0 192 
193 <- 2838 : 3 | 2838 58 0 193 
194 <- 2838 : 3 | 2838 58 0 194 
195 <- 2838 : 3 | 2838 58 0 195 
196 <- 2838 : 3 | 2838 58 0 196 
197 <- 2838 : 3 | 2838 58 0 197 
198 <- 2838 : 3 | 2838 58 0 198 
199 <- 2838 : 3 | 2838 58 0 199 
200 <- 2838 : 3 | 2838 58 0 200 
201 <- 2838 : 3 | 2838 58 0 201 
202 <- 2838 : 3 | 2838 58 0 202 
203 <- 2838 : 3 | 2838 58 0 203 
204 <- 2838 : 3 | 2838 58 0 204 
205 <- 2838 : 3 | 2838 58 0 205 
206 <- 2838 : 3 | 2838 58 0 206 
207 <- 2838 : 3 | 2838 58 0 207 
208 <- 2838 : 3 | 2838 58 0 208 
209 <- 2838 : 3 | 2838 58 0 209 
210 <- 2838 : 3 | 2838 58 0 210 
211 <- 2838 : 3 | 2838 58 0 211 
212 <- 2838 : 3 | 2838 58 0 212 
213 <- 2838 : 3 | 2838 58 0 213 
214 <- 2838 : 3 | 2838 58 0 214 
215 <- 2838 : 3 | 2838 58 0 215 
216 <- 2838 : 3 | 2838 58 0 216 
217 <- 2838 : 2 | 2838 171 217 
218 <- 2838 : 3 | 2838 58 0 218 
219 <- 2838 : 3 | 2838 58 0 219 
220 <- 2838 : 3 | 2838 58 0 220 
221 <- 2838 : 3 | 2838 58 0 221 
222 <- 2838 : 3 | 2838 58 0 222 
223 <- 2838 : 3 | 2838 58 0 223 
224 <- 2838 : 3 | 2838 58 0 224 
225 <- 2838 : 3 | 2838 58 0 225 
226 <- 2838 : 3 | 2838 58 0 226 
227 <- 2838 : 3 | 2838 58 0 227 
228 <- 2838 : 3 | 2838 58 0 228 
229 <- 2838 : 3 | 2838 58 0 229 
230 <- 2838 : 3 | 2838 58 0 230 
231 <- 2838 : 3 | 2838 58 0 231 
232 <- 2838 : 3 | 2838 58 0 232 
233 <- 2838 : 3 | 2838 58 0 233 
234 <- 2838 : 3 | 2838 58 0 234 
235 <- 2838 : 3 | 2838 58 0 235 
236 <- 2838 : 3 | 2838 58 0 236 
237 <- 2838 : 3 | 2838 58 0 237 
238 <- 2838 : 3 | 2838 58 0 238 
239 <- 2838 : 3 | 2838 58 0 239 
240 <- 2838 : 3 | 2838 58 0 240 
241 <- 2838 : 3 | 2838 58 0 241 
242 <- 2838 : 3 | 2838 58 0 242 
243 <- 2838 : 3 | 2838 58 0 243 
244 <- 2838 : 3 | 2838 58 0 244 
245 <- 2838 : 3 | 2838 58 0 245 
246 <- 2838 : 3 | 2838 58 0 246 
247 <- 2838 : 3 | 2838 58 0 247 
248 <- 2838 : 3 | 2838 58 0 248 
249 <- 2838 : 3 | 2838 58 0 249 
250 <- 2838 : 3 | 2838 58 0 250 
251 <- 2838 : 3 | 2838 58 0 251 
252 <- 2838 : 3 | 2838 58 0 252 
253 <- 2838 : 3 | 2838 58 0 253 
254 <- 2838 : 3 | 2838 58 0 254 
255 <- 2838 : 3 | 2838 58 0 255 
256 <- 2838 : 3 | 2838 58 0 256 
257 <- 2838 : 3 | 2838 58 0 257 
258 <- 2838 : 3 | 2838 58 0 258 
259 <- 2838 : 3 | 2838 58 0 259 
260 <- 2838 : 3 | 2838 58 0 260 
261 <- 2838 : 3 | 2838 58 0 261 
262 <- 2838 : 3 | 2838 58 0 262 
263 <- 2838 : 3 | 2838 58 0 263 
264 <- 2838 : 3 | 2838 58 0 264 
265 <- 2838 : 3 | 2838 58 0 265 
266 <- 2838 : 3 | 2838 58 0 266 
267 <- 2838 : 3 | 2838 58 0 267 
268 <- 2838 : 3 | 2838 58 0 268 
269 <- 2838 : 2 | 2838 58 269 
270 <- 2838 : 3 | 2838 58 0 270 
271 <- 2838 : 3 | 2838 58 0 271 
272 <- 2838 : 3 | 2838 58 0 272 
273 <- 2838 : 3 | 2838 58 0 273 
274 <- 2838 : 3 | 2838 58 0 274 
275 <- 2838 : 3 | 2838 58 0 275 
276 <- 2838 : 3 | 2838 58 0 276 
277 <- 2838 : 3 | 2838 58 0 277 
278 <- 2838 : 3 | 2838 58 0 278 
279 <- 2838 : 3 | 2838 58 0 279 
280 <- 2838 : 3 | 2838 58 0 280 
281 <- 2838 : 3 | 2838 58 0 281 
282 <- 2838 : 3 | 2838 58 0 282 
283 <- 2838 : 3 | 2838 58 0 283 
284 <- 2838 : 3 | 2838 58 0 284 
285 <- 2838 : 3 | 2838 58 0 285 
286 <- 2838 : 3 | 2838 58 0 286 
287 <- 2838 : 3 | 2838 58 0 287 
288 <- 2838 : 3 | 2838 58 0 288 
289 <- 2838 : 3 | 2838 58 0 289 
290 <- 2838 : 3 | 2838 58 0 290 
291 <- 2838 : 3 | 2838 58 0 291 
292 <- 2838 : 3 | 2838 58 0 292 
293 <- 2838 : 3 | 2838 58 0 293 
294 <- 2838 : 3 | 2838 58 0 294 
295 <- 2838 : 3 | 2838 58 0 295 
296 <- 2838 : 3 | 2838 58 0 296 
297 <- 2838 : 3 | 2838 58 0 297 
298 <- 2838 : 3 | 2838 58 0 298 
299 <- 2838 : 3 | 2838 58 0 299 
300 <- 2838 : 3 | 2838 58 0 300 
301 <- 2838 : 3 | 2838 58 0 301 
302 <- 2838 : 3 | 2838 58 0 302 
303 <- 2838 : 3 | 2838 58 0 303 
304 <- 2838 : 3 | 2838 58 0 304 
305 <- 2838 : 3 | 2838 58 0 305 
306 <- 2838 : 3 | 2838 58 0 306 
307 <- 2838 : 3 | 2838 58 0 307 
308 <- 2838 : 3 | 2838 58 0 308 
309 <- 2838 : 3 | 2838 58 0 309 
310 <- 2838 : 3 | 2838 58 0 310 
311 <- 2838 : 3 | 2838 58 0 311 
312 <- 2838 : 3 | 2838 58 0 312 
313 <- 2838 : 3 | 2838 58 0 313 
314 <- 2838 : 3 | 2838 58 0 314 
315 <- 2838 : 3 | 2838 58 0 315 
316 <- 2838 : 3 | 2838 58 0 316 
317 <- 2838 : 3 | 2838 58 0 317 
318 <- 2838 : 3 | 2838 58 0 318 
319 <- 2838 : 3 | 2838 58 0 319 
320 <- 2838 : 3 | 2838 58 0 320 
321 <- 2838 : 3 | 2838 58 0 321 
322 <- 2838 : 3 | 2838 58 0 322 
323 <- 2838 : 3 | 2838 58 0 323 
324 <- 2838 : 3 | 2838 58 0 324 
325 <- 2838 : 3 | 2838 58 0 325 
326 <- 2838 : 3 | 2838 58 0 326 
327 <- 2838 : 3 | 2838 58 0 327 
328 <- 2838 : 3 | 2838 58 0 328 
329 <- 2838 : 3 | 2838 58 0 329 
330 <- 2838 : 3 | 2838 58 0 330 
331 <- 2838 : 3 | 2838 58 0 331 
332 <- 2838 : 3 | 2838 58 0 332 
333 <- 2838 : 3 | 2838 58 0 333 
334 <- 2838 : 3 | 2838 58 0 334 
335 <- 2838 : 3 | 2838 58 0 335 
336 <- 2838 : 3 | 2838 58 0 336 
337 <- 2838 : 3 | 2838 58 0 337 
338 <- 2838 : 3 | 2838 58 0 338 
339 <- 2838 : 3 | 2838 58 0 339 
340 <- 2838 : 3 | 2838 58 0 340 
341 <- 2838 : 3 | 2838 58 0 341 
342 <- 2838 : 3 | 2838 58 0 342 
343 <- 2838 : 3 | 2838 58 0 343 
344 <- 2838 : 3 | 2838 58 0 344 
345 <- 2838 : 3 | 2838 58 0 345 
346 <- 2838 : 3 | 2838 58 0 346 
347 <- 2838 : 3 | 2838 58 0 347 
348 <- 2838 : 3 | 2838 58 107 348 
349 <- 2838 : 4 | 2838 58 107 348 349 
350 <- 2838 : 4 | 2838 58 107 348 350 
351 <- 2838 : 4 | 2838 58 0 198 351 
352 <- 2838 : 4 | 2838 58 107 348 352 
353 <- 2838 : 3 | 2838 58 107 353 
354 <- 2838 : 4 | 2838 58 107 348 354 
355 <- 2838 : 4 | 2838 58 107 348 355 
356 <- 2838 : 4 | 2838 58 107 348 356 
357 <- 2838 : 4 | 2838 58 107 348 357 
358 <- 2838 : 4 | 2838 58 107 348 358 
359 <- 2838 : 4 | 2838 58 107 348 359 
360 <- 2838 : 4 | 2838 58 107 348 360 
361 <- 2838 : 4 | 2838 58 107 348 361 
362 <- 2838 : 4 | 2838 58 107 348 362 
363 <- 2838 : 3 | 2838 58 107 363 
364 <- 2838 : 4 | 2838 58 0 198 364 
365 <- 2838 : 4 | 2838 58 107 348 365 
366 <- 2838 : 3 | 2838 58 107 366 
367 <- 2838 : 4 | 2838 58 107 348 367 
368 <- 2838 : 4 | 2838 58 107 348 368 
369 <- 2838 : 4 | 2838 58 107 348 369 
370 <- 2838 : 4 | 2838 58 107 348 370 
371 <- 2838 : 4 | 2838 58 107 348 371 
372 <- 2838 : 4 | 2838 58 107 348 372 
373 <- 2838 : 4 | 2838 58 107 348 373 
374 <- 2838 : 4 | 2838 58 107 348 374 
375 <- 2838 : 4 | 2838 58 107 348 375 
376 <- 2838 : 3 | 2838 58 107 376 
377 <- 2838 : 4 | 2838 58 107 348 377 
378 <- 2838 : 4 | 2838 58 107 348 378 
379 <- 2838 : 4 | 2838 58 107 348 379 
380 <- 2838 : 4 | 2838 58 107 348 380 
381 <- 2838 : 4 | 2838 58 107 348 381 
382 <- 2838 : 4 | 2838 58 107 348 382 
383 <- 2838 : 4 | 2838 58 107 348 383 
384 <- 2838 : 4 | 2838 58 107 348 384 
385 <- 2838 : 4 | 2838 58 107 348 385 
386 <- 2838 : 4 | 2838 58 107 348 386 
387 <- 2838 : 4 | 2838 58 107 348 387 
388 <- 2838 : 4 | 2838 58 107 348 388 
389 <- 2838 : 3 | 2838 58 107 389 
390 <- 2838 : 4 | 2838 58 107 348 390 
391 <- 2838 : 4 | 2838 58 107 348 391 
392 <- 2838 : 4 | 2838 58 107 348 392 
393 <- 2838 : 4 | 2838 58 0 198 393 
394 <- 2838 : 4 | 2838 58 107 348 394 
395 <- 2838 : 4 | 2838 58 107 348 395 
396 <- 2838 : 4 | 2838 58 107 348 396 
397 <- 2838 : 4 | 2838 58 107 348 397 
398 <- 2838 : 4 | 2838 58 107 348 398 
399 <- 2838 : 4 | 2838 58 0 198 399 
400 <- 2838 : 4 | 2838 58 107 348 400 
401 <- 2838 : 4 | 2838 58 107 348 401 
402 <- 2838 : 4 | 2838 58 107 348 402 
403 <- 2838 : 4 | 2838 58 107 348 403 
404 <- 2838 : 4 | 2838 58 107 348 404 
405 <- 2838 : 4 | 2838 58 107 348 405 
406 <- 2838 : 4 | 2838 58 107 348 406 
407 <- 2838 : 4 | 2838 58 107 348 407 
408 <- 2838 : 4 | 2838 58 107 348 408 
409 <- 2838 : 4 | 2838 58 107 348 409 
410 <- 2838 : 4 | 2838 58 107 348 410 
411 <- 2838 : 4 | 2838 58 107 348 411 
412 <- 2838 : 4 | 2838 58 107 348 412 
413 <- 2838 : 4 | 2838 58 107 348 413 
414 <- 2838 : 3 | 2838 58 107 414 
415 <- 2838 : 4 | 2838 58 107 348 415 
416 <- 2838 : 4 | 2838 58 107 348 416 
417 <- 2838 : 4 | 2838 58 107 348 417 
418 <- 2838 : 4 | 2838 58 107 348 418 
419 <- 2838 : 4 | 2838 58 107 348 419 
420 <- 2838 : 3 | 2838 58 107 420 
421 <- 2838 : 4 | 2838 58 107 348 421 
422 <- 2838 : 4 | 2838 58 107 348 422 
423 <- 2838 : 4 | 2838 58 107 348 423 
424 <- 2838 : 4 | 2838 58 107 348 424 
425 <- 2838 : 4 | 2838 58 107 348 425 
426 <- 2838 : 4 | 2838 58 107 348 426 
427 <- 2838 : 4 | 2838 58 0 173 427 
428 <- 2838 : 3 | 2838 58 107 428 
429 <- 2838 : 4 | 2838 58 107 348 429 
430 <- 2838 : 4 | 2838 58 107 348 430 
431 <- 2838 : 4 | 2838 58 107 348 431 
432 <- 2838 : 4 | 2838 58 107 348 432 
433 <- 2838 : 4 | 2838 58 107 348 433 
434 <- 2838 : 4 | 2838 58 107 348 434 
435 <- 2838 : 4 | 2838 58 107 348 435 
436 <- 2838 : 4 | 2838 58 107 348 436 
437 <- 2838 : 4 | 2838 58 107 348 437 
438 <- 2838 : 4 | 2838 58 107 348 438 
439 <- 2838 : 4 | 2838 58 107 348 439 
440 <- 2838 : 4 | 2838 58 107 348 440 
441 <- 2838 : 4 | 2838 58 0 198 441 
442 <- 2838 : 4 | 2838 58 107 348 442 
443 <- 2838 : 4 | 2838 58 107 348 443 
444 <- 2838 : 4 | 2838 58 107 348 444 
445 <- 2838 : 4 | 2838 58 107 348 445 
446 <- 2838 : 4 | 2838 58 107 348 446 
447 <- 2838 : 4 | 2838 58 107 348 447 
448 <- 2838 : 4 | 2838 58 107 348 448 
449 <- 2838 : 4 | 2838 58 107 348 449 
450 <- 2838 : 4 | 2838 58 107 348 450 
451 <- 2838 : 4 | 2838 58 107 348 451 
452 <- 2838 : 4 | 2838 58 107 348 452 
453 <- 2838 : 4 | 2838 58 107 348 453 
454 <- 2838 : 4 | 2838 58 107 348 454 
455 <- 2838 : 4 | 2838 58 107 348 455 
456 <- 2838 : 4 | 2838 58 107 348 456 
457 <- 2838 : 4 | 2838 58 107 348 457 
458 <- 2838 : 4 | 2838 58 107 348 458 
459 <- 2838 : 4 | 2838 58 107 348 459 
460 <- 2838 : 4 | 2838 58 107 348 460 
461 <- 2838 : 4 | 2838 58 107 348 461 
462 <- 2838 : 4 | 2838 58 107 348 462 
463 <- 2838 : 4 | 2838 58 107 348 463 
464 <- 2838 : 4 | 2838 58 0 173 464 
465 <- 2838 : 4 | 2838 58 107 348 465 
466 <- 2838 : 4 | 2838 58 107 348 466 
467 <- 2838 : 4 | 2838 58 107 348 467 
468 <- 2838 : 4 | 2838 58 107 348 468 
469 <- 2838 : 4 | 2838 58 107 348 469 
470 <- 2838 : 4 | 2838 58 107 348 470 
471 <- 2838 : 4 | 2838 58 107 348 471 
472 <- 2838 : 4 | 2838 58 107 348 472 
473 <- 2838 : 4 | 2838 58 107 348 473 
474 <- 2838 : 4 | 2838 58 107 348 474 
475 <- 2838 : 3 | 2838 58 107 475 
476 <- 2838 : 4 | 2838 58 0 198 476 
477 <- 2838 : 4 | 2838 58 107 348 477 
478 <- 2838 : 4 | 2838 58 107 348 478 
479 <- 2838 : 4 | 2838 58 107 348 479 
480 <- 2838 : 4 | 2838 58 107 348 480 
481 <- 2838 : 4 | 2838 58 107 348 481 
482 <- 2838 : 4 | 2838 58 107 348 482 
483 <- 2838 : 3 | 2838 58 107 483 
484 <- 2838 : 3 | 2838 58 107 484 
485 <- 2838 : 4 | 2838 58 107 348 485 
486 <- 2838 : 4 | 2838 58 107 348 486 
487 <- 2838 : 4 | 2838 58 107 348 487 
488 <- 2838 : 4 | 2838 58 107 348 488 
489 <- 2838 : 4 | 2838 58 107 348 489 
490 <- 2838 : 4 | 2838 58 107 348 490 
491 <- 2838 : 4 | 2838 58 107 348 491 
492 <- 2838 : 4 | 2838 58 107 348 492 
493 <- 2838 : 4 | 2838 58 107 348 493 
494 <- 2838 : 4 | 2838 58 107 348 494 
495 <- 2838 : 4 | 2838 58 107 348 495 
496 <- 2838 : 4 | 2838 58 107 348 496 
497 <- 2838 : 4 | 2838 58 107 348 497 
498 <- 2838 : 4 | 2838 58 107 348 498 
499 <- 2838 : 4 | 2838 58 107 348 499 
500 <- 2838 : 4 | 2838 58 107 348 500 
501 <- 2838 : 4 | 2838 58 0 198 501 
502 <- 2838 : 4 | 2838 58 107 348 502 
503 <- 2838 : 4 | 2838 58 107 348 503 
504 <- 2838 : 4 | 2838 58 107 348 504 
505 <- 2838 : 4 | 2838 58 107 348 505 
506 <- 2838 : 4 | 2838 58 107 348 506 
507 <- 2838 : 4 | 2838 58 107 348 507 
508 <- 2838 : 4 | 2838 58 107 348 508 
509 <- 2838 : 4 | 2838 58 107 348 509 
510 <- 2838 : 4 | 2838 58 107 348 510 
511 <- 2838 : 4 | 2838 58 107 348 511 
512 <- 2838 : 4 | 2838 58 107 348 512 
513 <- 2838 : 4 | 2838 58 107 348 513 
514 <- 2838 : 4 | 2838 58 107 348 514 
515 <- 2838 : 4 | 2838 58 107 348 515 
516 <- 2838 : 4 | 2838 58 107 348 516 
517 <- 2838 : 3 | 2838 58 107 517 
518 <- 2838 : 4 | 2838 58 107 348 518 
519 <- 2838 : 4 | 2838 58 107 348 519 
520 <- 2838 : 4 | 2838 58 107 348 520 
521 <- 2838 : 4 | 2838 58 107 348 521 
522 <- 2838 : 4 | 2838 58 107 348 522 
523 <- 2838 : 4 | 2838 58 107 348 523 
524 <- 2838 : 4 | 2838 58 107 348 524 
525 <- 2838 : 4 | 2838 58 107 348 525 
526 <- 2838 : 3 | 2838 58 107 526 
527 <- 2838 : 4 | 2838 58 107 348 527 
528 <- 2838 : 4 | 2838 58 107 348 528 
529 <- 2838 : 4 | 2838 58 107 348 529 
530 <- 2838 : 4 | 2838 58 107 348 530 
531 <- 2838 : 4 | 2838 58 107 348 531 
532 <- 2838 : 4 | 2838 58 107 348 532 
533 <- 2838 : 4 | 2838 58 107 348 533 
534 <- 2838 : 4 | 2838 58 107 348 534 
535 <- 2838 : 4 | 2838 58 107 348 535 
536 <- 2838 : 4 | 2838 58 107 348 536 
537 <- 2838 : 4 | 2838 58 107 348 537 
538 <- 2838 : 3 | 2838 58 107 538 
539 <- 2838 : 4 | 2838 58 107 348 539 
540 <- 2838 : 4 | 2838 58 107 348 540 
541 <- 2838 : 4 | 2838 58 107 348 541 
542 <- 2838 : 4 | 2838 58 107 348 542 
543 <- 2838 : 4 | 2838 58 107 348 543 
544 <- 2838 : 4 | 2838 58 107 348 544 
545 <- 2838 : 4 | 2838 58 107 348 545 
546 <- 2838 : 4 | 2838 58 107 348 546 
547 <- 2838 : 4 | 2838 58 107 348 547 
548 <- 2838 : 4 | 2838 58 107 348 548 
549 <- 2838 : 4 | 2838 58 0 173 549 
550 <- 2838 : 4 | 2838 58 107 348 550 
551 <- 2838 : 4 | 2838 58 107 348 551 
552 <- 2838 : 4 | 2838 58 107 348 552 
553 <- 2838 : 4 | 2838 58 107 348 553 
554 <- 2838 : 4 | 2838 58 107 348 554 
555 <- 2838 : 4 | 2838 58 107 348 555 
556 <- 2838 : 4 | 2838 58 107 348 556 
557 <- 2838 : 4 | 2838 58 107 348 557 
558 <- 2838 : 4 | 2838 58 107 348 558 
559 <- 2838 : 4 | 2838 58 107 348 559 
560 <- 2838 : 4 | 2838 58 107 348 560 
561 <- 2838 : 4 | 2838 58 107 348 561 
562 <- 2838 : 4 | 2838 58 107 348 562 
563 <- 2838 : 3 | 2838 58 107 563 
564 <- 2838 : 4 | 2838 58 0 198 564 
565 <- 2838 : 4 | 2838 58 107 348 565 
