0 <- 2814 : 2 | 2814 58 0 
138 <- 2814 : 3 | 2814 58 0 138 
139 <- 2814 : 3 | 2814 58 0 139 
140 <- 2814 : 3 | 2814 58 0 140 
141 <- 2814 : 3 | 2814 58 0 141 
142 <- 2814 : 3 | 2814 58 0 142 
143 <- 2814 : 3 | 2814 58 0 143 
144 <- 2814 : 3 | 2814 58 0 144 
145 <- 2814 : 3 | 2814 58 0 145 
146 <- 2436 : 2 | 2436 136 146 
147 <- 2814 : 3 | 2814 58 0 147 
148 <- 2814 : 3 | 2814 58 0 148 
149 <- 2814 : 3 | 2814 58 0 149 
150 <- 2704 : 2 | 2704 171 150 
151 <- 2814 : 3 | 2814 58 0 151 
152 <- 2814 : 3 | 2814 58 0 152 
153 <- 2814 : 3 | 2814 58 0 153 
154 <- 2814 : 3 | 2814 58 0 154 
155 <- 2814 : 3 | 2814 58 0 155 
156 <- 2436 : 2 | 2436 136 156 
157 <- 2814 : 3 | 2814 58 0 157 
158 <- 2814 : 3 | 2814 58 0 158 
159 <- 2814 : 3 | 2814 58 0 159 
160 <- 2814 : 3 | 2814 58 0 160 
161 <- 2814 : 3 | 2814 58 0 161 
162 <- 2814 : 3 | 2814 58 0 162 
163 <- 2814 : 3 | 2814 58 0 163 
164 <- 2814 : 3 | 2814 58 0 164 
165 <- 2814 : 3 | 2814 58 0 165 
166 <- 2814 : 3 | 2814 58 0 166 
167 <- 2814 : 3 | 2814 58 0 167 
168 <- 2814 : 3 | 2814 58 0 168 
169 <- 2436 : 2 | 2436 136 169 
170 <- 2814 : 3 | 2814 58 0 170 
171 <- 2704 : 1 | 2704 171 
172 <- 2814 : 3 | 2814 58 0 172 
173 <- 2814 : 3 | 2814 58 0 173 
174 <- 2814 : 3 | 2814 58 0 174 
175 <- 2814 : 3 | 2814 58 0 175 
176 <- 2814 : 3 | 2814 58 0 176 
177 <- 2814 : 3 | 2814 58 0 177 
178 <- 2814 : 3 | 2814 58 0 178 
179 <- 2814 : 3 | 2814 58 0 179 
180 <- 2814 : 3 | 2814 58 0 180 
181 <- 2814 : 3 | 2814 58 0 181 
182 <- 2814 : 3 | 2814 58 0 182 
183 <- 2814 : 3 | 2814 58 0 183 
184 <- 2814 : 3 | 2814 58 0 184 
185 <- 2814 : 3 | 2814 58 0 185 
186 <- 2814 : 3 | 2814 58 0 186 
187 <- 2814 : 3 | 2814 58 0 187 
188 <- 2814 : 3 | 2814 58 0 188 
189 <- 2704 : 2 | 2704 171 189 
190 <- 2814 : 3 | 2814 58 0 190 
191 <- 2814 : 3 | 2814 58 0 191 
192 <- 2814 : 3 | 2814 58 0 192 
193 <- 2814 : 3 | 2814 58 0 193 
194 <- 2814 : 3 | 2814 58 0 194 
195 <- 2814 : 3 | 2814 58 0 195 
196 <- 2814 : 3 | 2814 58 0 196 
197 <- 2814 : 3 | 2814 58 0 197 
198 <- 2814 : 3 | 2814 58 0 198 
199 <- 2814 : 3 | 2814 58 0 199 
200 <- 2814 : 3 | 2814 58 0 200 
201 <- 2814 : 3 | 2814 58 0 201 
202 <- 2814 : 3 | 2814 58 0 202 
203 <- 2814 : 3 | 2814 58 0 203 
204 <- 2814 : 3 | 2814 58 0 204 
205 <- 2814 : 3 | 2814 58 0 205 
206 <- 2814 : 3 | 2814 58 0 206 
207 <- 2814 : 3 | 2814 58 0 207 
208 <- 2814 : 3 | 2814 58 0 208 
209 <- 2814 : 3 | 2814 58 0 209 
210 <- 2814 : 3 | 2814 58 0 210 
211 <- 2814 : 3 | 2814 58 0 211 
212 <- 2814 : 3 | 2814 58 0 212 
213 <- 2436 : 2 | 2436 136 213 
214 <- 2814 : 3 | 2814 58 0 214 
215 <- 2814 : 3 | 2814 58 0 215 
216 <- 2814 : 3 | 2814 58 0 216 
217 <- 2704 : 2 | 2704 171 217 
218 <- 2814 : 3 | 2814 58 0 218 
219 <- 2814 : 3 | 2814 58 0 219 
220 <- 2814 : 3 | 2814 58 0 220 
221 <- 2814 : 3 | 2814 58 0 221 
222 <- 2814 : 3 | 2814 58 0 222 
223 <- 2814 : 3 | 2814 58 0 223 
224 <- 2814 : 3 | 2814 58 0 224 
225 <- 2814 : 3 | 2814 58 0 225 
226 <- 2814 : 3 | 2814 58 0 226 
227 <- 2814 : 3 | 2814 58 0 227 
228 <- 2814 : 3 | 2814 58 0 228 
229 <- 2814 : 3 | 2814 58 0 229 
230 <- 2814 : 3 | 2814 58 0 230 
231 <- 2814 : 3 | 2814 58 0 231 
232 <- 2814 : 3 | 2814 58 0 232 
233 <- 2814 : 3 | 2814 58 0 233 
234 <- 2814 : 3 | 2814 58 0 234 
235 <- 2814 : 3 | 2814 58 0 235 
236 <- 2814 : 3 | 2814 58 0 236 
237 <- 2814 : 3 | 2814 58 0 237 
238 <- 2814 : 3 | 2814 58 0 238 
239 <- 2814 : 3 | 2814 58 0 239 
240 <- 2814 : 3 | 2814 58 0 240 
241 <- 2814 : 3 | 2814 58 0 241 
242 <- 2814 : 3 | 2814 58 0 242 
243 <- 2814 : 3 | 2814 58 0 243 
244 <- 2814 : 3 | 2814 58 0 244 
245 <- 2814 : 3 | 2814 58 0 245 
246 <- 2436 : 2 | 2436 136 246 
247 <- 2814 : 3 | 2814 58 0 247 
248 <- 2814 : 3 | 2814 58 0 248 
249 <- 2814 : 3 | 2814 58 0 249 
250 <- 2814 : 3 | 2814 58 0 250 
251 <- 2814 : 3 | 2814 58 0 251 
252 <- 2814 : 3 | 2814 58 0 252 
253 <- 2814 : 3 | 2814 58 0 253 
254 <- 2814 : 3 | 2814 58 0 254 
255 <- 2814 : 3 | 2814 58 0 255 
256 <- 2814 : 3 | 2814 58 0 256 
257 <- 2814 : 3 | 2814 58 0 257 
258 <- 2814 : 3 | 2814 58 0 258 
259 <- 2814 : 3 | 2814 58 0 259 
260 <- 2814 : 3 | 2814 58 0 260 
261 <- 2814 : 3 | 2814 58 0 261 
262 <- 2814 : 3 | 2814 58 0 262 
263 <- 2814 : 3 | 2814 58 0 263 
264 <- 2814 : 3 | 2814 58 0 264 
265 <- 2814 : 3 | 2814 58 0 265 
266 <- 2814 : 3 | 2814 58 0 266 
267 <- 2814 : 3 | 2814 58 0 267 
268 <- 2814 : 3 | 2814 58 0 268 
269 <- 2814 : 2 | 2814 58 269 
270 <- 2814 : 3 | 2814 58 0 270 
271 <- 2814 : 3 | 2814 58 0 271 
272 <- 2814 : 3 | 2814 58 0 272 
273 <- 2814 : 3 | 2814 58 0 273 
274 <- 2814 : 3 | 2814 58 0 274 
275 <- 2814 : 3 | 2814 58 0 275 
276 <- 2814 : 3 | 2814 58 0 276 
277 <- 2814 : 3 | 2814 58 0 277 
278 <- 2814 : 3 | 2814 58 0 278 
279 <- 2814 : 3 | 2814 58 0 279 
280 <- 2814 : 3 | 2814 58 0 280 
281 <- 2814 : 3 | 2814 58 0 281 
282 <- 2814 : 3 | 2814 58 0 282 
283 <- 2814 : 3 | 2814 58 0 283 
284 <- 2814 : 3 | 2814 58 0 284 
285 <- 2436 : 2 | 2436 136 285 
286 <- 2814 : 3 | 2814 58 0 286 
287 <- 2814 : 3 | 2814 58 0 287 
288 <- 2814 : 3 | 2814 58 0 288 
289 <- 2814 : 3 | 2814 58 0 289 
290 <- 2814 : 3 | 2814 58 0 290 
291 <- 2814 : 3 | 2814 58 0 291 
292 <- 2814 : 3 | 2814 58 0 292 
293 <- 2814 : 3 | 2814 58 0 293 
294 <- 2814 : 3 | 2814 58 0 294 
295 <- 2814 : 3 | 2814 58 0 295 
296 <- 2814 : 3 | 2814 58 0 296 
297 <- 2814 : 3 | 2814 58 0 297 
298 <- 2814 : 3 | 2814 58 0 298 
299 <- 2814 : 3 | 2814 58 0 299 
300 <- 2814 : 3 | 2814 58 0 300 
301 <- 2814 : 3 | 2814 58 0 301 
302 <- 2814 : 3 | 2814 58 0 302 
303 <- 2814 : 3 | 2814 58 0 303 
304 <- 2436 : 2 | 2436 136 304 
305 <- 2814 : 3 | 2814 58 0 305 
306 <- 2814 : 3 | 2814 58 0 306 
307 <- 2814 : 3 | 2814 58 0 307 
308 <- 2436 : 2 | 2436 136 308 
309 <- 2814 : 3 | 2814 58 0 309 
310 <- 2814 : 3 | 2814 58 0 310 
311 <- 2814 : 3 | 2814 58 0 311 
312 <- 2814 : 3 | 2814 58 0 312 
313 <- 2814 : 3 | 2814 58 0 313 
314 <- 2814 : 3 | 2814 58 0 314 
315 <- 2436 : 2 | 2436 136 315 
316 <- 2814 : 3 | 2814 58 0 316 
317 <- 2814 : 3 | 2814 58 0 317 
318 <- 2814 : 3 | 2814 58 0 318 
319 <- 2814 : 3 | 2814 58 0 319 
320 <- 2814 : 3 | 2814 58 0 320 
321 <- 2814 : 3 | 2814 58 0 321 
322 <- 2436 : 2 | 2436 136 322 
323 <- 2814 : 3 | 2814 58 0 323 
324 <- 2436 : 2 | 2436 136 324 
325 <- 2814 : 3 | 2814 58 0 325 
326 <- 2814 : 3 | 2814 58 0 326 
327 <- 2814 : 3 | 2814 58 0 327 
328 <- 2814 : 3 | 2814 58 0 328 
329 <- 2814 : 3 | 2814 58 0 329 
330 <- 2814 : 3 | 2814 58 0 330 
331 <- 2814 : 3 | 2814 58 0 331 
332 <- 2814 : 3 | 2814 58 0 332 
333 <- 2814 : 3 | 2814 58 0 333 
334 <- 2814 : 3 | 2814 58 0 334 
335 <- 2814 : 3 | 2814 58 0 335 
336 <- 2814 : 3 | 2814 58 0 336 
337 <- 2814 : 3 | 2814 58 0 337 
338 <- 2814 : 3 | 2814 58 0 338 
339 <- 2436 : 2 | 2436 136 339 
340 <- 2814 : 3 | 2814 58 0 340 
341 <- 2814 : 3 | 2814 58 0 341 
342 <- 2814 : 3 | 2814 58 0 342 
343 <- 2814 : 3 | 2814 58 0 343 
344 <- 2814 : 3 | 2814 58 0 344 
345 <- 2814 : 3 | 2814 58 0 345 
346 <- 2814 : 3 | 2814 58 0 346 
347 <- 2814 : 3 | 2814 58 0 347 
348 <- 2814 : 3 | 2814 58 107 348 
349 <- 2814 : 4 | 2814 58 107 348 349 
350 <- 2424 : 3 | 2424 1912 563 350 
351 <- 2814 : 4 | 2814 58 0 198 351 
352 <- 2814 : 4 | 2814 58 107 348 352 
353 <- 2814 : 3 | 2814 58 107 353 
354 <- 2814 : 4 | 2814 58 107 348 354 
355 <- 2814 : 4 | 2814 58 107 348 355 
356 <- 2814 : 4 | 2814 58 107 348 356 
357 <- 2424 : 3 | 2424 1912 563 357 
358 <- 2814 : 4 | 2814 58 107 348 358 
359 <- 2814 : 4 | 2814 58 107 348 359 
360 <- 2424 : 3 | 2424 1912 428 360 
361 <- 2814 : 4 | 2814 58 107 348 361 
362 <- 2814 : 4 | 2814 58 107 348 362 
363 <- 2814 : 3 | 2814 58 107 363 
364 <- 2814 : 4 | 2814 58 0 198 364 
365 <- 2814 : 4 | 2814 58 107 348 365 
366 <- 2814 : 3 | 2814 58 107 366 
367 <- 2814 : 4 | 2814 58 107 348 367 
368 <- 2814 : 4 | 2814 58 107 348 368 
369 <- 2424 : 3 | 2424 1912 563 369 
370 <- 2424 : 3 | 2424 1912 428 370 
371 <- 2814 : 4 | 2814 58 107 348 371 
372 <- 2814 : 4 | 2814 58 107 348 372 
373 <- 2424 : 3 | 2424 1912 428 373 
374 <- 2424 : 3 | 2424 1912 563 374 
375 <- 2814 : 4 | 2814 58 107 348 375 
376 <- 2814 : 3 | 2814 58 107 376 
377 <- 2814 : 4 | 2814 58 107 348 377 
378 <- 2424 : 3 | 2424 1912 428 378 
379 <- 2814 : 4 | 2814 58 107 348 379 
380 <- 2814 : 4 | 2814 58 107 348 380 
381 <- 2814 : 4 | 2814 58 107 348 381 
382 <- 2814 : 4 | 2814 58 107 348 382 
383 <- 2814 : 4 | 2814 58 107 348 383 
384 <- 2814 : 4 | 2814 58 107 348 384 
385 <- 2814 : 4 | 2814 58 107 348 385 
386 <- 2814 : 4 | 2814 58 107 348 386 
387 <- 2424 : 3 | 2424 1912 428 387 
388 <- 2814 : 4 | 2814 58 107 348 388 
389 <- 2814 : 3 | 2814 58 107 389 
390 <- 2814 : 4 | 2814 58 107 348 390 
391 <- 2424 : 3 | 2424 1912 428 391 
392 <- 2424 : 3 | 2424 1912 428 392 
393 <- 2814 : 4 | 2814 58 0 198 393 
394 <- 2814 : 4 | 2814 58 107 348 394 
395 <- 2424 : 3 | 2424 1912 428 395 
396 <- 2814 : 4 | 2814 58 107 348 396 
397 <- 2424 : 3 | 2424 1912 563 397 
398 <- 2814 : 4 | 2814 58 107 348 398 
399 <- 2814 : 4 | 2814 58 0 198 399 
400 <- 2424 : 3 | 2424 1912 428 400 
401 <- 2814 : 4 | 2814 58 107 348 401 
402 <- 2424 : 3 | 2424 1912 428 402 
403 <- 2814 : 4 | 2814 58 107 348 403 
404 <- 2424 : 3 | 2424 1912 428 404 
405 <- 2424 : 3 | 2424 1912 428 405 
406 <- 2814 : 4 | 2814 58 107 348 406 
407 <- 2424 : 3 | 2424 1912 563 407 
408 <- 2424 : 3 | 2424 1912 428 408 
409 <- 2814 : 4 | 2814 58 107 348 409 
410 <- 2814 : 4 | 2814 58 107 348 410 
411 <- 2814 : 4 | 2814 58 107 348 411 
412 <- 2424 : 3 | 2424 1912 428 412 
413 <- 2814 : 4 | 2814 58 107 348 413 
414 <- 2814 : 3 | 2814 58 107 414 
415 <- 2424 : 3 | 2424 1912 428 415 
416 <- 2424 : 3 | 2424 1912 563 416 
417 <- 2424 : 3 | 2424 1912 428 417 
418 <- 2814 : 4 | 2814 58 107 348 418 
419 <- 2424 : 3 | 2424 1912 428 419 
420 <- 2814 : 3 | 2814 58 107 420 
421 <- 2424 : 3 | 2424 1912 563 421 
422 <- 2814 : 4 | 2814 58 107 348 422 
423 <- 2424 : 3 | 2424 1912 428 423 
424 <- 2814 : 4 | 2814 58 107 348 424 
425 <- 2424 : 3 | 2424 1912 428 425 
426 <- 2424 : 3 | 2424 1912 563 426 
427 <- 2424 : 3 | 2424 1912 428 427 
428 <- 2424 : 2 | 2424 1912 428 
429 <- 2814 : 4 | 2814 58 107 348 429 
430 <- 2424 : 3 | 2424 1912 428 430 
431 <- 2424 : 3 | 2424 1912 428 431 
432 <- 2424 : 3 | 2424 1912 428 432 
433 <- 2424 : 3 | 2424 1912 563 433 
434 <- 2424 : 3 | 2424 1912 428 434 
435 <- 2424 : 3 | 2424 1912 563 435 
436 <- 2424 : 3 | 2424 1912 428 436 
437 <- 2814 : 4 | 2814 58 107 348 437 
438 <- 2424 : 3 | 2424 1912 428 438 
439 <- 2424 : 3 | 2424 1912 563 439 
440 <- 2814 : 4 | 2814 58 107 348 440 
441 <- 2814 : 4 | 2814 58 0 198 441 
442 <- 2424 : 3 | 2424 1912 563 442 
443 <- 2814 : 4 | 2814 58 107 348 443 
444 <- 2424 : 3 | 2424 1912 428 444 
445 <- 2814 : 4 | 2814 58 107 348 445 
446 <- 2814 : 4 | 2814 58 107 348 446 
447 <- 2814 : 4 | 2814 58 107 348 447 
448 <- 2814 : 4 | 2814 58 107 348 448 
449 <- 2424 : 3 | 2424 1912 563 449 
450 <- 2814 : 4 | 2814 58 107 348 450 
451 <- 2424 : 3 | 2424 1912 428 451 
452 <- 2424 : 3 | 2424 1912 428 452 
453 <- 2814 : 4 | 2814 58 107 348 453 
454 <- 2814 : 4 | 2814 58 107 348 454 
455 <- 2424 : 3 | 2424 1912 563 455 
456 <- 2424 : 3 | 2424 1912 428 456 
457 <- 2424 : 3 | 2424 1912 563 457 
458 <- 2814 : 4 | 2814 58 107 348 458 
459 <- 2424 : 3 | 2424 1912 563 459 
460 <- 2424 : 3 | 2424 1912 428 460 
461 <- 2424 : 3 | 2424 1912 428 461 
462 <- 2814 : 4 | 2814 58 107 348 462 
463 <- 2424 : 3 | 2424 1912 428 463 
464 <- 2814 : 4 | 2814 58 0 173 464 
465 <- 2424 : 3 | 2424 1912 428 465 
466 <- 2814 : 4 | 2814 58 107 348 466 
467 <- 2814 : 4 | 2814 58 107 348 467 
468 <- 2814 : 4 | 2814 58 107 348 468 
469 <- 2424 : 3 | 2424 1912 563 469 
470 <- 2814 : 4 | 2814 58 107 348 470 
471 <- 2424 : 3 | 2424 1912 563 471 
472 <- 2814 : 4 | 2814 58 107 348 472 
473 <- 2424 : 3 | 2424 1912 428 473 
474 <- 2814 : 4 | 2814 58 107 348 474 
475 <- 2814 : 3 | 2814 58 107 475 
476 <- 2814 : 4 | 2814 58 0 198 476 
477 <- 2424 : 3 | 2424 1912 563 477 
478 <- 2814 : 4 | 2814 58 107 348 478 
479 <- 2424 : 3 | 2424 1912 428 479 
480 <- 2424 : 3 | 2424 1912 563 480 
481 <- 2814 : 4 | 2814 58 107 348 481 
482 <- 2424 : 3 | 2424 1912 428 482 
483 <- 2814 : 3 | 2814 58 107 483 
484 <- 2814 : 3 | 2814 58 107 484 
485 <- 2424 : 3 | 2424 1912 563 485 
486 <- 2814 : 4 | 2814 58 107 348 486 
487 <- 2814 : 4 | 2814 58 107 348 487 
488 <- 2814 : 4 | 2814 58 107 348 488 
489 <- 2814 : 4 | 2814 58 107 348 489 
490 <- 2814 : 4 | 2814 58 107 348 490 
491 <- 2814 : 4 | 2814 58 107 348 491 
492 <- 2424 : 3 | 2424 1912 428 492 
493 <- 2814 : 4 | 2814 58 107 348 493 
494 <- 2814 : 4 | 2814 58 107 348 494 
495 <- 2814 : 4 | 2814 58 107 348 495 
496 <- 2814 : 4 | 2814 58 107 348 496 
497 <- 2424 : 3 | 2424 1912 428 497 
498 <- 2814 : 4 | 2814 58 107 348 498 
499 <- 2814 : 4 | 2814 58 107 348 499 
500 <- 2424 : 3 | 2424 1912 428 500 
501 <- 2814 : 4 | 2814 58 0 198 501 
502 <- 2814 : 4 | 2814 58 107 348 502 
503 <- 2814 : 4 | 2814 58 107 348 503 
504 <- 2424 : 3 | 2424 1912 563 504 
505 <- 2814 : 4 | 2814 58 107 348 505 
506 <- 2424 : 3 | 2424 1912 428 506 
507 <- 2424 : 3 | 2424 1912 428 507 
508 <- 2424 : 3 | 2424 1912 428 508 
509 <- 2814 : 4 | 2814 58 107 348 509 
510 <- 2424 : 3 | 2424 1912 563 510 
511 <- 2424 : 3 | 2424 1912 428 511 
512 <- 2424 : 3 | 2424 1912 428 512 
513 <- 2424 : 3 | 2424 1912 428 513 
514 <- 2424 : 3 | 2424 1912 428 514 
515 <- 2424 : 3 | 2424 1912 428 515 
516 <- 2424 : 3 | 2424 1912 563 516 
517 <- 2814 : 3 | 2814 58 107 517 
518 <- 2424 : 3 | 2424 1912 563 518 
519 <- 2814 : 4 | 2814 58 107 348 519 
520 <- 2424 : 3 | 2424 1912 428 520 
521 <- 2814 : 4 | 2814 58 107 348 521 
522 <- 2814 : 4 | 2814 58 107 348 522 
523 <- 2424 : 3 | 2424 1912 428 523 
524 <- 2424 : 3 | 2424 1912 428 524 
525 <- 2424 : 3 | 2424 1912 428 525 
526 <- 2814 : 3 | 2814 58 107 526 
527 <- 2814 : 4 | 2814 58 107 348 527 
528 <- 2424 : 3 | 2424 1912 563 528 
529 <- 2814 : 4 | 2814 58 107 348 529 
530 <- 2814 : 4 | 2814 58 107 348 530 
531 <- 2424 : 3 | 2424 1912 563 531 
532 <- 2814 : 4 | 2814 58 107 348 532 
533 <- 2814 : 4 | 2814 58 107 348 533 
534 <- 2424 : 3 | 2424 1912 563 534 
535 <- 2814 : 4 | 2814 58 107 348 535 
536 <- 2814 : 4 | 2814 58 107 348 536 
537 <- 2814 : 4 | 2814 58 107 348 537 
538 <- 2814 : 3 | 2814 58 107 538 
539 <- 2814 : 4 | 2814 58 107 348 539 
540 <- 2814 : 4 | 2814 58 107 348 540 
541 <- 2424 : 3 | 2424 1912 563 541 
542 <- 2424 : 3 | 2424 1912 428 542 
543 <- 2424 : 3 | 2424 1912 563 543 
544 <- 2424 : 3 | 2424 1912 428 544 
545 <- 2424 : 3 | 2424 1912 428 545 
546 <- 2424 : 3 | 2424 1912 563 546 
547 <- 2814 : 4 | 2814 58 107 348 547 
548 <- 2814 : 4 | 2814 58 107 348 548 
549 <- 2424 : 3 | 2424 1912 428 549 
550 <- 2814 : 4 | 2814 58 107 348 550 
551 <- 2814 : 4 | 2814 58 107 348 551 
552 <- 2814 : 4 | 2814 58 107 348 552 
553 <- 2424 : 3 | 2424 1912 428 553 
554 <- 2424 : 3 | 2424 1912 563 554 
555 <- 2814 : 4 | 2814 58 107 348 555 
556 <- 2424 : 3 | 2424 1912 563 556 
557 <- 2814 : 4 | 2814 58 107 348 557 
558 <- 2424 : 3 | 2424 1912 428 558 
559 <- 2424 : 3 | 2424 1912 428 559 
560 <- 2814 : 4 | 2814 58 107 348 560 
561 <- 2424 : 3 | 2424 1912 428 561 
562 <- 2814 : 4 | 2814 58 107 348 562 
563 <- 2424 : 2 | 2424 1912 563 
564 <- 2814 : 4 | 2814 58 0 198 564 
565 <- 2814 : 4 | 2814 58 107 348 565 
566 <- 2814 : 3 | 2814 58 107 566 
567 <- 2424 : 3 | 2424 1912 428 567 
568 <- 2814 : 4 | 2814 58 107 348 568 
569 <- 2424 : 3 | 2424 1912 563 569 
570 <- 2424 : 3 | 2424 1912 428 570 
571 <- 2814 : 4 | 2814 58 107 348 571 
