0 <- 1212 : 2 | 1212 107 0 
123 <- 1212 : 3 | 1212 107 0 123 
124 <- 1212 : 3 | 1212 107 0 124 
125 <- 1212 : 3 | 1212 107 0 125 
126 <- 1212 : 3 | 1212 107 0 126 
127 <- 1212 : 3 | 1212 107 0 127 
128 <- 1212 : 3 | 1212 107 0 128 
129 <- 1212 : 3 | 1212 107 0 129 
130 <- 1212 : 3 | 1212 107 0 130 
131 <- 1212 : 3 | 1212 107 0 131 
132 <- 1212 : 3 | 1212 107 0 132 
133 <- 1212 : 3 | 1212 107 0 133 
134 <- 1212 : 3 | 1212 107 0 134 
135 <- 1212 : 3 | 1212 107 0 135 
136 <- 1312 : 2 | 1312 1718 136 
137 <- 1212 : 3 | 1212 107 0 137 
138 <- 1212 : 3 | 1212 107 0 138 
139 <- 1212 : 3 | 1212 107 0 139 
140 <- 1212 : 3 | 1212 107 0 140 
141 <- 1212 : 3 | 1212 107 0 141 
142 <- 1212 : 3 | 1212 107 0 142 
143 <- 1212 : 3 | 1212 107 0 143 
144 <- 1212 : 3 | 1212 107 0 144 
145 <- 1212 : 3 | 1212 107 0 145 
146 <- 1212 : 3 | 1212 107 0 146 
147 <- 1212 : 3 | 1212 107 0 147 
148 <- 1212 : 3 | 1212 107 0 148 
149 <- 1212 : 3 | 1212 107 0 149 
150 <- 1297 : 2 | 1297 171 150 
151 <- 1212 : 3 | 1212 107 0 151 
152 <- 1212 : 3 | 1212 107 0 152 
153 <- 1212 : 3 | 1212 107 0 153 
154 <- 1212 : 3 | 1212 107 0 154 
155 <- 1212 : 3 | 1212 107 0 155 
156 <- 1212 : 3 | 1212 107 0 156 
157 <- 1212 : 3 | 1212 107 0 157 
158 <- 1212 : 3 | 1212 107 0 158 
159 <- 1212 : 3 | 1212 107 0 159 
160 <- 1212 : 3 | 1212 107 0 160 
161 <- 1212 : 3 | 1212 107 0 161 
162 <- 1212 : 3 | 1212 107 0 162 
163 <- 1212 : 3 | 1212 107 0 163 
164 <- 1212 : 3 | 1212 107 0 164 
165 <- 1212 : 3 | 1212 107 0 165 
166 <- 1212 : 3 | 1212 107 0 166 
167 <- 1212 : 3 | 1212 107 0 167 
168 <- 1212 : 3 | 1212 107 0 168 
169 <- 1212 : 3 | 1212 107 0 169 
170 <- 1212 : 3 | 1212 107 0 170 
171 <- 1297 : 1 | 1297 171 
172 <- 1212 : 3 | 1212 107 0 172 
173 <- 1212 : 3 | 1212 107 0 173 
174 <- 1212 : 3 | 1212 107 0 174 
175 <- 1212 : 3 | 1212 107 0 175 
176 <- 1212 : 3 | 1212 107 0 176 
177 <- 1212 : 3 | 1212 107 0 177 
178 <- 1212 : 3 | 1212 107 0 178 
179 <- 1212 : 3 | 1212 107 0 179 
180 <- 1212 : 3 | 1212 107 0 180 
181 <- 1212 : 3 | 1212 107 0 181 
182 <- 1212 : 3 | 1212 107 0 182 
183 <- 1212 : 3 | 1212 107 0 183 
184 <- 1212 : 3 | 1212 107 0 184 
185 <- 1212 : 3 | 1212 107 0 185 
186 <- 1212 : 3 | 1212 107 0 186 
187 <- 1212 : 3 | 1212 107 0 187 
188 <- 1212 : 3 | 1212 107 0 188 
189 <- 1297 : 2 | 1297 171 189 
190 <- 1212 : 3 | 1212 107 0 190 
191 <- 1212 : 3 | 1212 107 0 191 
192 <- 1212 : 3 | 1212 107 0 192 
193 <- 1212 : 3 | 1212 107 0 193 
194 <- 1212 : 3 | 1212 107 0 194 
195 <- 1212 : 3 | 1212 107 0 195 
196 <- 1212 : 3 | 1212 107 0 196 
197 <- 1212 : 3 | 1212 107 0 197 
198 <- 1212 : 3 | 1212 107 0 198 
199 <- 1212 : 3 | 1212 107 0 199 
200 <- 1212 : 3 | 1212 107 0 200 
201 <- 1212 : 3 | 1212 107 0 201 
202 <- 1212 : 3 | 1212 107 0 202 
203 <- 1212 : 3 | 1212 107 0 203 
204 <- 1212 : 3 | 1212 107 0 204 
205 <- 1212 : 3 | 1212 107 0 205 
206 <- 1212 : 3 | 1212 107 0 206 
207 <- 1212 : 3 | 1212 107 0 207 
208 <- 1212 : 3 | 1212 107 0 208 
209 <- 1212 : 3 | 1212 107 0 209 
210 <- 1212 : 3 | 1212 107 0 210 
211 <- 1212 : 3 | 1212 107 0 211 
212 <- 1212 : 3 | 1212 107 0 212 
213 <- 1212 : 3 | 1212 107 0 213 
214 <- 1212 : 3 | 1212 107 0 214 
215 <- 1212 : 3 | 1212 107 0 215 
216 <- 1212 : 3 | 1212 107 0 216 
217 <- 1297 : 2 | 1297 171 217 
218 <- 1212 : 3 | 1212 107 0 218 
219 <- 1212 : 3 | 1212 107 0 219 
220 <- 1212 : 3 | 1212 107 0 220 
221 <- 1212 : 3 | 1212 107 0 221 
222 <- 1212 : 3 | 1212 107 0 222 
223 <- 1212 : 3 | 1212 107 0 223 
224 <- 1212 : 3 | 1212 107 0 224 
225 <- 1212 : 3 | 1212 107 0 225 
226 <- 1212 : 3 | 1212 107 0 226 
227 <- 1212 : 3 | 1212 107 0 227 
228 <- 1212 : 3 | 1212 107 0 228 
229 <- 1212 : 3 | 1212 107 0 229 
230 <- 1212 : 3 | 1212 107 0 230 
231 <- 1212 : 3 | 1212 107 0 231 
232 <- 1212 : 3 | 1212 107 0 232 
233 <- 1212 : 3 | 1212 107 0 233 
234 <- 1212 : 3 | 1212 107 0 234 
235 <- 1212 : 3 | 1212 107 0 235 
236 <- 1212 : 3 | 1212 107 0 236 
237 <- 1212 : 3 | 1212 107 0 237 
238 <- 1212 : 3 | 1212 107 0 238 
239 <- 1212 : 3 | 1212 107 0 239 
240 <- 1212 : 3 | 1212 107 0 240 
241 <- 1212 : 3 | 1212 107 0 241 
242 <- 1212 : 3 | 1212 107 0 242 
243 <- 1212 : 3 | 1212 107 0 243 
244 <- 1212 : 3 | 1212 107 0 244 
245 <- 1212 : 3 | 1212 107 0 245 
246 <- 1212 : 3 | 1212 107 0 246 
247 <- 1212 : 3 | 1212 107 0 247 
248 <- 1212 : 3 | 1212 107 0 248 
249 <- 1212 : 3 | 1212 107 0 249 
250 <- 1212 : 3 | 1212 107 0 250 
251 <- 1212 : 3 | 1212 107 0 251 
252 <- 1212 : 3 | 1212 107 0 252 
253 <- 1212 : 3 | 1212 107 0 253 
254 <- 1212 : 3 | 1212 107 0 254 
255 <- 1212 : 3 | 1212 107 0 255 
256 <- 1212 : 3 | 1212 107 0 256 
257 <- 1212 : 3 | 1212 107 0 257 
258 <- 1212 : 3 | 1212 107 0 258 
259 <- 1212 : 3 | 1212 107 0 259 
260 <- 1212 : 3 | 1212 107 0 260 
261 <- 1212 : 3 | 1212 107 0 261 
262 <- 1212 : 3 | 1212 107 0 262 
263 <- 1212 : 3 | 1212 107 0 263 
264 <- 1212 : 3 | 1212 107 0 264 
265 <- 1212 : 3 | 1212 107 0 265 
266 <- 1212 : 3 | 1212 107 0 266 
267 <- 1212 : 3 | 1212 107 0 267 
268 <- 1212 : 3 | 1212 107 0 268 
269 <- 1212 : 3 | 1212 107 0 269 
270 <- 1212 : 3 | 1212 107 0 270 
271 <- 1212 : 3 | 1212 107 0 271 
272 <- 1212 : 3 | 1212 107 0 272 
273 <- 1212 : 3 | 1212 107 0 273 
274 <- 1212 : 3 | 1212 107 0 274 
275 <- 1212 : 3 | 1212 107 0 275 
276 <- 1212 : 3 | 1212 107 0 276 
277 <- 1212 : 3 | 1212 107 0 277 
278 <- 1212 : 3 | 1212 107 0 278 
279 <- 1212 : 3 | 1212 107 0 279 
280 <- 1212 : 3 | 1212 107 0 280 
281 <- 1212 : 3 | 1212 107 0 281 
282 <- 1212 : 3 | 1212 107 0 282 
283 <- 1212 : 3 | 1212 107 0 283 
284 <- 1212 : 3 | 1212 107 0 284 
285 <- 1212 : 3 | 1212 107 0 285 
286 <- 1212 : 3 | 1212 107 0 286 
287 <- 1212 : 3 | 1212 107 0 287 
288 <- 1212 : 3 | 1212 107 0 288 
289 <- 1212 : 3 | 1212 107 0 289 
290 <- 1212 : 3 | 1212 107 0 290 
291 <- 1212 : 3 | 1212 107 0 291 
292 <- 1212 : 3 | 1212 107 0 292 
293 <- 1212 : 3 | 1212 107 0 293 
294 <- 1212 : 3 | 1212 107 0 294 
295 <- 1212 : 3 | 1212 107 0 295 
296 <- 1212 : 3 | 1212 107 0 296 
297 <- 1212 : 3 | 1212 107 0 297 
298 <- 1212 : 3 | 1212 107 0 298 
299 <- 1212 : 3 | 1212 107 0 299 
300 <- 1212 : 3 | 1212 107 0 300 
301 <- 1212 : 3 | 1212 107 0 301 
302 <- 1212 : 3 | 1212 107 0 302 
303 <- 1212 : 3 | 1212 107 0 303 
304 <- 1212 : 3 | 1212 107 0 304 
305 <- 1212 : 3 | 1212 107 0 305 
306 <- 1212 : 3 | 1212 107 0 306 
307 <- 1212 : 3 | 1212 107 0 307 
308 <- 1212 : 3 | 1212 107 0 308 
309 <- 1212 : 3 | 1212 107 0 309 
310 <- 1212 : 3 | 1212 107 0 310 
311 <- 1212 : 3 | 1212 107 0 311 
312 <- 1212 : 3 | 1212 107 0 312 
313 <- 1212 : 3 | 1212 107 0 313 
314 <- 1212 : 3 | 1212 107 0 314 
315 <- 1212 : 3 | 1212 107 0 315 
316 <- 1212 : 3 | 1212 107 0 316 
317 <- 1212 : 3 | 1212 107 0 317 
318 <- 1212 : 3 | 1212 107 0 318 
319 <- 1212 : 3 | 1212 107 0 319 
320 <- 1212 : 3 | 1212 107 0 320 
321 <- 1212 : 3 | 1212 107 0 321 
322 <- 1212 : 3 | 1212 107 0 322 
323 <- 1212 : 3 | 1212 107 0 323 
324 <- 1212 : 3 | 1212 107 0 324 
325 <- 1212 : 3 | 1212 107 0 325 
326 <- 1212 : 3 | 1212 107 0 326 
327 <- 1212 : 3 | 1212 107 0 327 
328 <- 1212 : 3 | 1212 107 0 328 
329 <- 1212 : 3 | 1212 107 0 329 
330 <- 1212 : 3 | 1212 107 0 330 
331 <- 1212 : 3 | 1212 107 0 331 
332 <- 1212 : 3 | 1212 107 0 332 
333 <- 1212 : 3 | 1212 107 0 333 
334 <- 1212 : 3 | 1212 107 0 334 
335 <- 1212 : 3 | 1212 107 0 335 
336 <- 1212 : 3 | 1212 107 0 336 
337 <- 1212 : 3 | 1212 107 0 337 
338 <- 1212 : 3 | 1212 107 0 338 
339 <- 1212 : 3 | 1212 107 0 339 
340 <- 1212 : 3 | 1212 107 0 340 
341 <- 1212 : 3 | 1212 107 0 341 
342 <- 1212 : 3 | 1212 107 0 342 
343 <- 1212 : 3 | 1212 107 0 343 
344 <- 1212 : 3 | 1212 107 0 344 
345 <- 1212 : 3 | 1212 107 0 345 
346 <- 1212 : 3 | 1212 107 0 346 
347 <- 1212 : 3 | 1212 107 0 347 
348 <- 1212 : 2 | 1212 107 348 
349 <- 1212 : 3 | 1212 107 348 349 
350 <- 1217 : 2 | 1217 484 350 
351 <- 1212 : 3 | 1212 107 348 351 
352 <- 1217 : 2 | 1217 484 352 
353 <- 1237 : 1 | 1237 353 
354 <- 1300 : 2 | 1300 376 354 
355 <- 1300 : 2 | 1300 376 355 
356 <- 1212 : 3 | 1212 107 348 356 
357 <- 1259 : 2 | 1259 389 357 
358 <- 1212 : 3 | 1212 107 348 358 
359 <- 1300 : 2 | 1300 376 359 
360 <- 1300 : 2 | 1300 376 360 
361 <- 1300 : 2 | 1300 376 361 
362 <- 1212 : 3 | 1212 107 348 362 
363 <- 1237 : 1 | 1237 363 
364 <- 1212 : 3 | 1212 107 348 364 
365 <- 1212 : 3 | 1212 107 348 365 
366 <- 1237 : 1 | 1237 366 
367 <- 1237 : 2 | 1237 363 367 
368 <- 1237 : 2 | 1237 363 368 
369 <- 1259 : 2 | 1259 389 369 
370 <- 1237 : 2 | 1237 353 370 
371 <- 1212 : 3 | 1212 107 348 371 
372 <- 1212 : 3 | 1212 107 348 372 
373 <- 1237 : 2 | 1237 353 373 
374 <- 1237 : 2 | 1237 363 374 
375 <- 1217 : 2 | 1217 484 375 
376 <- 1300 : 1 | 1300 376 
377 <- 1212 : 3 | 1212 107 348 377 
378 <- 1237 : 2 | 1237 363 378 
379 <- 1212 : 3 | 1212 107 348 379 
380 <- 1259 : 2 | 1259 389 380 
381 <- 1259 : 2 | 1259 389 381 
382 <- 1212 : 3 | 1212 107 348 382 
383 <- 1212 : 3 | 1212 107 348 383 
384 <- 1212 : 3 | 1212 107 348 384 
385 <- 1237 : 2 | 1237 363 385 
386 <- 1212 : 3 | 1212 107 348 386 
387 <- 1300 : 2 | 1300 376 387 
388 <- 1237 : 2 | 1237 353 388 
389 <- 1259 : 1 | 1259 389 
390 <- 1300 : 2 | 1300 376 390 
391 <- 1237 : 2 | 1237 353 391 
392 <- 1226 : 2 | 1226 428 392 
393 <- 1212 : 3 | 1212 107 348 393 
394 <- 1237 : 2 | 1237 353 394 
395 <- 1237 : 2 | 1237 366 395 
396 <- 1300 : 2 | 1300 376 396 
397 <- 1300 : 2 | 1300 376 397 
398 <- 1217 : 2 | 1217 484 398 
399 <- 1212 : 3 | 1212 107 348 399 
400 <- 1237 : 2 | 1237 353 400 
401 <- 1212 : 3 | 1212 107 348 401 
402 <- 1237 : 2 | 1237 363 402 
403 <- 1237 : 2 | 1237 475 403 
404 <- 1237 : 2 | 1237 353 404 
405 <- 1300 : 2 | 1300 376 405 
406 <- 1212 : 3 | 1212 107 348 406 
407 <- 1217 : 2 | 1217 563 407 
408 <- 1237 : 2 | 1237 353 408 
409 <- 1237 : 2 | 1237 353 409 
410 <- 1300 : 2 | 1300 376 410 
411 <- 1212 : 3 | 1212 107 348 411 
412 <- 1237 : 2 | 1237 353 412 
413 <- 1300 : 2 | 1300 376 413 
414 <- 1212 : 2 | 1212 107 414 
415 <- 1226 : 2 | 1226 428 415 
416 <- 1237 : 2 | 1237 483 416 
417 <- 1237 : 2 | 1237 353 417 
418 <- 1237 : 2 | 1237 475 418 
419 <- 1237 : 2 | 1237 353 419 
420 <- 1237 : 1 | 1237 420 
421 <- 1217 : 2 | 1217 563 421 
422 <- 1237 : 2 | 1237 483 422 
423 <- 1300 : 2 | 1300 376 423 
424 <- 1259 : 2 | 1259 389 424 
425 <- 1226 : 2 | 1226 428 425 
426 <- 1300 : 2 | 1300 376 426 
427 <- 1226 : 2 | 1226 428 427 
428 <- 1226 : 1 | 1226 428 
429 <- 1212 : 3 | 1212 107 348 429 
430 <- 1237 : 2 | 1237 353 430 
431 <- 1237 : 2 | 1237 353 431 
432 <- 1237 : 2 | 1237 353 432 
433 <- 1217 : 2 | 1217 563 433 
434 <- 1237 : 2 | 1237 366 434 
435 <- 1259 : 2 | 1259 389 435 
436 <- 1237 : 2 | 1237 363 436 
437 <- 1212 : 3 | 1212 107 348 437 
438 <- 1237 : 2 | 1237 366 438 
439 <- 1300 : 2 | 1300 376 439 
440 <- 1217 : 2 | 1217 484 440 
441 <- 1212 : 3 | 1212 107 348 441 
442 <- 1300 : 2 | 1300 376 442 
443 <- 1212 : 3 | 1212 107 348 443 
444 <- 1237 : 2 | 1237 363 444 
445 <- 1212 : 3 | 1212 107 348 445 
446 <- 1237 : 2 | 1237 353 446 
447 <- 1212 : 3 | 1212 107 348 447 
448 <- 1212 : 3 | 1212 107 348 448 
449 <- 1217 : 2 | 1217 563 449 
450 <- 1300 : 2 | 1300 376 450 
451 <- 1237 : 2 | 1237 420 451 
452 <- 1300 : 2 | 1300 376 452 
453 <- 1212 : 3 | 1212 107 348 453 
454 <- 1212 : 3 | 1212 107 348 454 
455 <- 1237 : 2 | 1237 363 455 
456 <- 1300 : 2 | 1300 376 456 
457 <- 1259 : 2 | 1259 389 457 
458 <- 1300 : 2 | 1300 376 458 
459 <- 1259 : 2 | 1259 389 459 
460 <- 1237 : 2 | 1237 353 460 
461 <- 1237 : 2 | 1237 363 461 
462 <- 1237 : 2 | 1237 353 462 
463 <- 1237 : 2 | 1237 363 463 
464 <- 1212 : 3 | 1212 107 348 464 
465 <- 1300 : 2 | 1300 376 465 
466 <- 1212 : 3 | 1212 107 348 466 
467 <- 1212 : 3 | 1212 107 348 467 
468 <- 1212 : 3 | 1212 107 348 468 
469 <- 1259 : 2 | 1259 389 469 
470 <- 1212 : 3 | 1212 107 348 470 
471 <- 1237 : 2 | 1237 353 471 
472 <- 1212 : 3 | 1212 107 348 472 
473 <- 1300 : 2 | 1300 376 473 
474 <- 1237 : 2 | 1237 475 474 
475 <- 1237 : 1 | 1237 475 
476 <- 1212 : 3 | 1212 107 348 476 
477 <- 1217 : 2 | 1217 563 477 
478 <- 1212 : 3 | 1212 107 348 478 
479 <- 1226 : 2 | 1226 428 479 
480 <- 1217 : 2 | 1217 563 480 
481 <- 1237 : 2 | 1237 363 481 
482 <- 1237 : 2 | 1237 353 482 
483 <- 1237 : 1 | 1237 483 
484 <- 1217 : 1 | 1217 484 
485 <- 1217 : 2 | 1217 563 485 
486 <- 1259 : 2 | 1259 389 486 
487 <- 1237 : 2 | 1237 353 487 
488 <- 1300 : 2 | 1300 376 488 
489 <- 1300 : 2 | 1300 376 489 
490 <- 1300 : 2 | 1300 376 490 
491 <- 1300 : 2 | 1300 376 491 
492 <- 1237 : 2 | 1237 353 492 
493 <- 1237 : 2 | 1237 353 493 
494 <- 1237 : 2 | 1237 483 494 
495 <- 1212 : 3 | 1212 107 348 495 
496 <- 1237 : 2 | 1237 353 496 
497 <- 1237 : 2 | 1237 353 497 
498 <- 1212 : 3 | 1212 107 348 498 
499 <- 1212 : 3 | 1212 107 348 499 
500 <- 1237 : 2 | 1237 353 500 
501 <- 1212 : 3 | 1212 107 348 501 
502 <- 1300 : 2 | 1300 376 502 
503 <- 1237 : 2 | 1237 353 503 
504 <- 1217 : 2 | 1217 563 504 
505 <- 1259 : 2 | 1259 389 505 
506 <- 1237 : 2 | 1237 363 506 
507 <- 1237 : 2 | 1237 363 507 
508 <- 1226 : 2 | 1226 428 508 
509 <- 1259 : 2 | 1259 389 509 
510 <- 1217 : 2 | 1217 563 510 
511 <- 1300 : 2 | 1300 376 511 
512 <- 1226 : 2 | 1226 428 512 
513 <- 1237 : 2 | 1237 353 513 
514 <- 1237 : 2 | 1237 353 514 
515 <- 1237 : 2 | 1237 353 515 
516 <- 1259 : 2 | 1259 389 516 
517 <- 1237 : 1 | 1237 517 
518 <- 1259 : 2 | 1259 389 518 
519 <- 1300 : 2 | 1300 376 519 
520 <- 1237 : 2 | 1237 353 520 
521 <- 1237 : 2 | 1237 363 521 
522 <- 1212 : 3 | 1212 107 348 522 
523 <- 1300 : 2 | 1300 376 523 
524 <- 1237 : 2 | 1237 353 524 
525 <- 1237 : 2 | 1237 363 525 
526 <- 1217 : 1 | 1217 526 
527 <- 1237 : 2 | 1237 363 527 
528 <- 1217 : 2 | 1217 563 528 
529 <- 1212 : 3 | 1212 107 348 529 
530 <- 1212 : 3 | 1212 107 348 530 
531 <- 1300 : 2 | 1300 376 531 
532 <- 1212 : 3 | 1212 107 348 532 
533 <- 1212 : 3 | 1212 107 348 533 
534 <- 1217 : 2 | 1217 563 534 
535 <- 1237 : 2 | 1237 483 535 
536 <- 1217 : 2 | 1217 484 536 
537 <- 1237 : 2 | 1237 353 537 
538 <- 1223 : 1 | 1223 538 
539 <- 1237 : 2 | 1237 366 539 
540 <- 1237 : 2 | 1237 353 540 
541 <- 1217 : 2 | 1217 563 541 
542 <- 1237 : 2 | 1237 353 542 
543 <- 1217 : 2 | 1217 563 543 
544 <- 1237 : 2 | 1237 353 544 
545 <- 1300 : 2 | 1300 376 545 
546 <- 1300 : 2 | 1300 376 546 
547 <- 1300 : 2 | 1300 376 547 
548 <- 1237 : 2 | 1237 366 548 
549 <- 1226 : 2 | 1226 428 549 
550 <- 1212 : 3 | 1212 107 348 550 
551 <- 1259 : 2 | 1259 389 551 
552 <- 1212 : 3 | 1212 107 348 552 
553 <- 1237 : 2 | 1237 363 553 
554 <- 1259 : 2 | 1259 389 554 
555 <- 1237 : 2 | 1237 366 555 
556 <- 1300 : 2 | 1300 376 556 
557 <- 1300 : 2 | 1300 376 557 
558 <- 1226 : 2 | 1226 428 558 
559 <- 1237 : 2 | 1237 353 559 
560 <- 1237 : 2 | 1237 353 560 
561 <- 1237 : 2 | 1237 353 561 
562 <- 1212 : 3 | 1212 107 348 562 
563 <- 1217 : 1 | 1217 563 
564 <- 1212 : 3 | 1212 107 348 564 
565 <- 1237 : 2 | 1237 363 565 
566 <- 1237 : 1 | 1237 566 
567 <- 1237 : 2 | 1237 353 567 
568 <- 1212 : 3 | 1212 107 348 568 
569 <- 1237 : 2 | 1237 420 569 
570 <- 1300 : 2 | 1300 376 570 
571 <- 1212 : 3 | 1212 107 348 571 
572 <- 1212 : 3 | 1212 107 348 572 
573 <- 1212 : 3 | 1212 107 414 573 
574 <- 1215 : 2 | 1215 596 574 
575 <- 1212 : 3 | 1212 107 414 575 
576 <- 1212 : 3 | 1212 107 414 576 
577 <- 1212 : 3 | 1212 107 414 577 
578 <- 1212 : 3 | 1212 107 414 578 
579 <- 1212 : 3 | 1212 107 414 579 
580 <- 1237 : 1 | 1237 580 
581 <- 1212 : 3 | 1212 107 414 581 
582 <- 1212 : 3 | 1212 107 414 582 
583 <- 1212 : 3 | 1212 107 414 583 
584 <- 1215 : 2 | 1215 596 584 
585 <- 1212 : 3 | 1212 107 414 585 
586 <- 1300 : 2 | 1300 376 586 
587 <- 1300 : 2 | 1300 376 587 
588 <- 1212 : 3 | 1212 107 414 588 
589 <- 1215 : 2 | 1215 596 589 
590 <- 1237 : 3 | 1237 353 373 590 
591 <- 1237 : 2 | 1237 363 591 
592 <- 1212 : 3 | 1212 107 414 592 
593 <- 1237 : 2 | 1237 566 593 
594 <- 1226 : 2 | 1226 428 594 
595 <- 1212 : 3 | 1212 107 414 595 
596 <- 1215 : 1 | 1215 596 
597 <- 1212 : 3 | 1212 107 414 597 
598 <- 1212 : 3 | 1212 107 414 598 
599 <- 1212 : 3 | 1212 107 414 599 
