0 <- 414 : 2 | 414 34 0 
160 <- 414 : 3 | 414 34 0 160 
161 <- 414 : 3 | 414 34 0 161 
162 <- 414 : 3 | 414 34 0 162 
163 <- 414 : 2 | 414 173 163 
164 <- 414 : 3 | 414 34 0 164 
165 <- 414 : 3 | 414 34 0 165 
166 <- 414 : 2 | 414 173 166 
167 <- 414 : 3 | 414 34 0 167 
168 <- 414 : 3 | 414 34 0 168 
169 <- 414 : 3 | 414 34 0 169 
170 <- 414 : 3 | 414 34 0 170 
171 <- 414 : 2 | 414 107 171 
172 <- 414 : 3 | 414 34 0 172 
173 <- 414 : 1 | 414 173 
174 <- 414 : 3 | 414 34 0 174 
175 <- 414 : 3 | 414 34 0 175 
176 <- 414 : 3 | 414 34 0 176 
177 <- 414 : 3 | 414 34 0 177 
178 <- 414 : 3 | 414 34 0 178 
179 <- 414 : 3 | 414 34 0 179 
180 <- 414 : 3 | 414 34 0 180 
181 <- 414 : 3 | 414 34 0 181 
182 <- 414 : 3 | 414 34 0 182 
183 <- 414 : 3 | 414 34 0 183 
184 <- 414 : 3 | 414 34 0 184 
185 <- 414 : 3 | 414 34 0 185 
186 <- 414 : 3 | 414 34 0 186 
187 <- 414 : 3 | 414 34 0 187 
188 <- 414 : 3 | 414 34 0 188 
189 <- 414 : 3 | 414 34 0 189 
190 <- 414 : 3 | 414 34 0 190 
191 <- 414 : 3 | 414 34 0 191 
192 <- 414 : 3 | 414 34 0 192 
193 <- 414 : 3 | 414 34 0 193 
194 <- 414 : 3 | 414 34 0 194 
195 <- 414 : 3 | 414 34 0 195 
196 <- 414 : 3 | 414 34 0 196 
197 <- 414 : 3 | 414 34 0 197 
198 <- 441 : 1 | 441 198 
199 <- 414 : 3 | 414 34 0 199 
200 <- 414 : 3 | 414 34 0 200 
201 <- 414 : 3 | 414 34 0 201 
202 <- 414 : 2 | 414 173 202 
203 <- 414 : 3 | 414 34 0 203 
204 <- 414 : 3 | 414 34 0 204 
205 <- 414 : 3 | 414 34 0 205 
206 <- 414 : 3 | 414 34 0 206 
207 <- 414 : 3 | 414 34 0 207 
208 <- 414 : 3 | 414 34 0 208 
209 <- 414 : 3 | 414 34 0 209 
210 <- 414 : 3 | 414 34 0 210 
211 <- 414 : 3 | 414 34 0 211 
212 <- 414 : 3 | 414 34 0 212 
213 <- 414 : 3 | 414 34 0 213 
214 <- 414 : 3 | 414 34 0 214 
215 <- 414 : 3 | 414 34 0 215 
216 <- 414 : 3 | 414 34 0 216 
217 <- 414 : 3 | 414 34 0 217 
218 <- 414 : 3 | 414 34 0 218 
219 <- 414 : 3 | 414 34 0 219 
220 <- 414 : 3 | 414 34 0 220 
221 <- 414 : 3 | 414 34 0 221 
222 <- 414 : 3 | 414 34 0 222 
223 <- 414 : 3 | 414 34 0 223 
224 <- 414 : 3 | 414 34 0 224 
225 <- 414 : 3 | 414 34 0 225 
226 <- 414 : 3 | 414 34 0 226 
227 <- 414 : 3 | 414 34 0 227 
228 <- 414 : 3 | 414 34 0 228 
229 <- 414 : 3 | 414 34 0 229 
230 <- 414 : 3 | 414 34 0 230 
231 <- 414 : 3 | 414 34 0 231 
232 <- 414 : 3 | 414 34 0 232 
233 <- 414 : 3 | 414 34 0 233 
234 <- 414 : 3 | 414 34 0 234 
235 <- 414 : 3 | 414 34 0 235 
236 <- 414 : 3 | 414 34 0 236 
237 <- 414 : 3 | 414 34 0 237 
238 <- 414 : 3 | 414 34 0 238 
239 <- 414 : 3 | 414 34 0 239 
240 <- 414 : 3 | 414 34 0 240 
241 <- 414 : 3 | 414 34 0 241 
242 <- 414 : 3 | 414 34 0 242 
243 <- 414 : 3 | 414 34 0 243 
244 <- 414 : 3 | 414 34 0 244 
245 <- 414 : 3 | 414 34 0 245 
246 <- 414 : 3 | 414 34 0 246 
247 <- 414 : 3 | 414 34 0 247 
248 <- 414 : 3 | 414 34 0 248 
249 <- 414 : 3 | 414 34 0 249 
250 <- 414 : 3 | 414 34 0 250 
251 <- 414 : 3 | 414 34 0 251 
252 <- 414 : 3 | 414 34 0 252 
253 <- 414 : 3 | 414 34 0 253 
254 <- 414 : 3 | 414 34 0 254 
255 <- 414 : 3 | 414 34 0 255 
256 <- 414 : 3 | 414 34 0 256 
257 <- 414 : 3 | 414 34 0 257 
258 <- 414 : 3 | 414 34 0 258 
259 <- 414 : 3 | 414 34 0 259 
260 <- 414 : 3 | 414 34 0 260 
261 <- 414 : 3 | 414 34 0 261 
262 <- 414 : 3 | 414 34 0 262 
263 <- 414 : 3 | 414 34 0 263 
264 <- 414 : 3 | 414 34 0 264 
265 <- 414 : 3 | 414 34 0 265 
266 <- 414 : 3 | 414 34 0 266 
267 <- 414 : 3 | 414 34 0 267 
268 <- 414 : 3 | 414 34 0 268 
269 <- 414 : 3 | 414 34 0 269 
270 <- 414 : 3 | 414 34 0 270 
271 <- 414 : 3 | 414 34 0 271 
272 <- 414 : 3 | 414 34 0 272 
273 <- 414 : 3 | 414 34 0 273 
274 <- 414 : 3 | 414 34 0 274 
275 <- 414 : 3 | 414 34 0 275 
276 <- 414 : 3 | 414 34 0 276 
277 <- 414 : 3 | 414 34 0 277 
278 <- 414 : 3 | 414 34 0 278 
279 <- 414 : 3 | 414 34 0 279 
280 <- 414 : 3 | 414 34 0 280 
281 <- 414 : 3 | 414 34 0 281 
282 <- 414 : 3 | 414 34 0 282 
283 <- 414 : 3 | 414 34 0 283 
284 <- 414 : 3 | 414 34 0 284 
285 <- 414 : 3 | 414 34 0 285 
286 <- 414 : 3 | 414 34 0 286 
287 <- 414 : 3 | 414 34 0 287 
288 <- 414 : 3 | 414 34 0 288 
289 <- 414 : 3 | 414 34 0 289 
290 <- 414 : 3 | 414 34 0 290 
291 <- 414 : 3 | 414 34 0 291 
292 <- 414 : 3 | 414 34 0 292 
293 <- 414 : 3 | 414 34 0 293 
294 <- 414 : 3 | 414 34 0 294 
295 <- 414 : 3 | 414 34 0 295 
296 <- 414 : 3 | 414 34 0 296 
297 <- 414 : 3 | 414 34 0 297 
298 <- 414 : 3 | 414 34 0 298 
299 <- 414 : 3 | 414 34 0 299 
300 <- 414 : 3 | 414 34 0 300 
301 <- 414 : 3 | 414 34 0 301 
302 <- 414 : 3 | 414 34 0 302 
303 <- 414 : 3 | 414 34 0 303 
304 <- 414 : 3 | 414 34 0 304 
305 <- 414 : 3 | 414 34 0 305 
306 <- 414 : 3 | 414 34 0 306 
307 <- 414 : 3 | 414 34 0 307 
308 <- 414 : 3 | 414 34 0 308 
309 <- 414 : 3 | 414 34 0 309 
310 <- 414 : 3 | 414 34 0 310 
311 <- 414 : 3 | 414 34 0 311 
312 <- 414 : 3 | 414 34 0 312 
313 <- 414 : 3 | 414 34 0 313 
314 <- 414 : 3 | 414 34 0 314 
315 <- 414 : 3 | 414 34 0 315 
316 <- 414 : 3 | 414 34 0 316 
317 <- 414 : 3 | 414 34 0 317 
318 <- 414 : 3 | 414 34 0 318 
319 <- 414 : 3 | 414 34 0 319 
320 <- 414 : 3 | 414 34 0 320 
321 <- 414 : 3 | 414 34 0 321 
322 <- 414 : 3 | 414 34 0 322 
323 <- 414 : 3 | 414 34 0 323 
324 <- 414 : 3 | 414 34 0 324 
325 <- 414 : 3 | 414 34 0 325 
326 <- 414 : 3 | 414 34 0 326 
327 <- 414 : 3 | 414 34 0 327 
328 <- 414 : 3 | 414 34 0 328 
329 <- 414 : 3 | 414 34 0 329 
330 <- 414 : 3 | 414 34 0 330 
331 <- 414 : 3 | 414 34 0 331 
332 <- 414 : 3 | 414 34 0 332 
333 <- 414 : 3 | 414 34 0 333 
334 <- 414 : 3 | 414 34 0 334 
335 <- 414 : 3 | 414 34 0 335 
336 <- 414 : 3 | 414 34 0 336 
337 <- 414 : 3 | 414 34 0 337 
338 <- 414 : 3 | 414 34 0 338 
339 <- 414 : 3 | 414 34 0 339 
340 <- 414 : 3 | 414 34 0 340 
341 <- 414 : 3 | 414 34 0 341 
342 <- 414 : 3 | 414 34 0 342 
343 <- 414 : 3 | 414 34 0 343 
344 <- 414 : 3 | 414 34 0 344 
345 <- 414 : 3 | 414 34 0 345 
346 <- 414 : 3 | 414 34 0 346 
347 <- 414 : 3 | 414 34 0 347 
348 <- 404 : 1 | 404 348 
349 <- 434 : 1 | 434 349 
350 <- 407 : 1 | 407 350 
351 <- 454 : 1 | 454 351 
352 <- 404 : 1 | 404 352 
353 <- 404 : 1 | 404 353 
354 <- 450 : 1 | 450 354 
355 <- 410 : 1 | 410 355 
356 <- 411 : 1 | 411 356 
357 <- 419 : 1 | 419 357 
358 <- 404 : 2 | 404 348 358 
359 <- 405 : 1 | 405 359 
360 <- 412 : 1 | 412 360 
361 <- 405 : 1 | 405 361 
362 <- 412 : 1 | 412 362 
363 <- 409 : 1 | 409 363 
364 <- 441 : 1 | 441 364 
365 <- 408 : 1 | 408 365 
366 <- 404 : 1 | 404 366 
367 <- 412 : 1 | 412 367 
368 <- 404 : 1 | 404 368 
369 <- 407 : 1 | 407 369 
370 <- 412 : 1 | 412 370 
371 <- 460 : 1 | 460 371 
372 <- 410 : 1 | 410 372 
373 <- 408 : 1 | 408 373 
374 <- 412 : 1 | 412 374 
375 <- 404 : 1 | 404 375 
376 <- 405 : 1 | 405 376 
377 <- 404 : 2 | 404 348 377 
378 <- 412 : 1 | 412 378 
379 <- 532 : 1 | 532 379 
380 <- 424 : 1 | 424 380 
381 <- 419 : 1 | 419 381 
382 <- 410 : 1 | 410 382 
383 <- 404 : 2 | 404 348 383 
384 <- 464 : 1 | 464 384 
385 <- 423 : 1 | 423 385 
386 <- 532 : 1 | 532 386 
387 <- 406 : 1 | 406 387 
388 <- 404 : 1 | 404 388 
389 <- 419 : 1 | 419 389 
390 <- 450 : 1 | 450 390 
391 <- 412 : 1 | 412 391 
392 <- 404 : 1 | 404 392 
393 <- 441 : 1 | 441 393 
394 <- 408 : 1 | 408 394 
395 <- 404 : 1 | 404 395 
396 <- 410 : 1 | 410 396 
397 <- 418 : 1 | 418 397 
398 <- 404 : 1 | 404 398 
399 <- 441 : 1 | 441 399 
400 <- 404 : 1 | 404 400 
401 <- 404 : 2 | 404 348 401 
402 <- 412 : 1 | 412 402 
403 <- 452 : 1 | 452 403 
808 <- 686 : 1 | 686 808 
809 <- 686 : 1 | 686 809 
810 <- 686 : 1 | 686 810 
811 <- 686 : 1 | 686 811 
812 <- 686 : 1 | 686 812 
813 <- 686 : 1 | 686 813 
814 <- 686 : 1 | 686 814 
815 <- 686 : 1 | 686 815 
816 <- 686 : 1 | 686 816 
817 <- 686 : 1 | 686 817 
818 <- 686 : 1 | 686 818 
819 <- 686 : 1 | 686 819 
820 <- 686 : 1 | 686 820 
821 <- 686 : 1 | 686 821 
822 <- 686 : 1 | 686 822 
823 <- 686 : 1 | 686 823 
824 <- 686 : 1 | 686 824 
825 <- 686 : 1 | 686 825 
826 <- 686 : 1 | 686 826 
827 <- 686 : 1 | 686 827 
828 <- 686 : 1 | 686 828 
829 <- 686 : 1 | 686 829 
830 <- 686 : 1 | 686 830 
831 <- 686 : 1 | 686 831 
832 <- 686 : 1 | 686 832 
833 <- 686 : 1 | 686 833 
834 <- 686 : 1 | 686 834 
835 <- 686 : 1 | 686 835 
836 <- 686 : 1 | 686 836 
837 <- 686 : 1 | 686 837 
838 <- 686 : 1 | 686 838 
839 <- 686 : 1 | 686 839 
840 <- 686 : 1 | 686 840 
841 <- 686 : 1 | 686 841 
842 <- 686 : 1 | 686 842 
843 <- 686 : 1 | 686 843 
844 <- 686 : 1 | 686 844 
845 <- 686 : 1 | 686 845 
846 <- 686 : 1 | 686 846 
847 <- 686 : 1 | 686 847 
848 <- 686 : 1 | 686 848 
849 <- 686 : 1 | 686 849 
850 <- 686 : 1 | 686 850 
851 <- 686 : 1 | 686 851 
852 <- 686 : 1 | 686 852 
853 <- 686 : 1 | 686 853 
854 <- 686 : 1 | 686 854 
855 <- 686 : 1 | 686 855 
856 <- 686 : 1 | 686 856 
857 <- 698 : 1 | 698 857 
858 <- 698 : 1 | 698 858 
859 <- 698 : 1 | 698 859 
860 <- 698 : 1 | 698 860 
861 <- 698 : 1 | 698 861 
862 <- 698 : 1 | 698 862 
863 <- 698 : 1 | 698 863 
864 <- 698 : 1 | 698 864 
865 <- 698 : 1 | 698 865 
866 <- 698 : 1 | 698 866 
867 <- 698 : 1 | 698 867 
868 <- 698 : 1 | 698 868 
869 <- 698 : 1 | 698 869 
870 <- 698 : 1 | 698 870 
871 <- 698 : 1 | 698 871 
872 <- 698 : 1 | 698 872 
873 <- 698 : 1 | 698 873 
874 <- 698 : 1 | 698 874 
875 <- 698 : 1 | 698 875 
876 <- 698 : 1 | 698 876 
877 <- 698 : 1 | 698 877 
878 <- 698 : 1 | 698 878 
879 <- 698 : 1 | 698 879 
880 <- 698 : 1 | 698 880 
881 <- 698 : 1 | 698 881 
882 <- 698 : 1 | 698 882 
883 <- 698 : 1 | 698 883 
884 <- 698 : 1 | 698 884 
885 <- 698 : 1 | 698 885 
886 <- 698 : 1 | 698 886 
887 <- 698 : 1 | 698 887 
888 <- 698 : 1 | 698 888 
889 <- 698 : 1 | 698 889 
890 <- 697 : 1 | 697 890 
891 <- 698 : 1 | 698 891 
892 <- 698 : 1 | 698 892 
893 <- 698 : 1 | 698 893 
894 <- 698 : 1 | 698 894 
895 <- 698 : 1 | 698 895 
896 <- 483 : 1 | 483 896 
897 <- 414 : 2 | 414 107 897 
898 <- 414 : 2 | 414 107 898 
899 <- 414 : 2 | 414 107 899 
900 <- 414 : 2 | 414 107 900 
901 <- 414 : 2 | 414 107 901 
902 <- 414 : 2 | 414 107 902 
903 <- 414 : 2 | 414 107 903 
904 <- 414 : 2 | 414 107 904 
905 <- 517 : 1 | 517 905 
906 <- 526 : 1 | 526 906 
907 <- 414 : 2 | 414 107 907 
908 <- 414 : 2 | 414 107 908 
909 <- 414 : 2 | 414 107 909 
910 <- 414 : 2 | 414 107 910 
911 <- 414 : 2 | 414 107 911 
912 <- 414 : 2 | 414 107 912 
913 <- 484 : 1 | 484 913 
914 <- 414 : 2 | 414 107 914 
915 <- 428 : 1 | 428 915 
916 <- 414 : 2 | 414 107 916 
917 <- 483 : 1 | 483 917 
918 <- 414 : 2 | 414 107 918 
919 <- 483 : 1 | 483 919 
920 <- 414 : 2 | 414 107 920 
921 <- 414 : 2 | 414 107 921 
922 <- 414 : 2 | 414 107 922 
923 <- 414 : 2 | 414 107 923 
924 <- 414 : 2 | 414 107 924 
925 <- 414 : 2 | 414 107 925 
926 <- 414 : 2 | 414 107 926 
927 <- 414 : 2 | 414 107 927 
928 <- 414 : 2 | 414 107 928 
929 <- 414 : 2 | 414 107 929 
930 <- 428 : 1 | 428 930 
931 <- 580 : 1 | 580 931 
932 <- 414 : 2 | 414 107 932 
933 <- 483 : 1 | 483 933 
934 <- 414 : 2 | 414 107 934 
935 <- 414 : 2 | 414 107 935 
936 <- 420 : 1 | 420 936 
937 <- 414 : 2 | 414 107 937 
938 <- 414 : 2 | 414 107 938 
939 <- 414 : 2 | 414 107 939 
940 <- 414 : 2 | 414 107 940 
941 <- 414 : 2 | 414 107 941 
942 <- 483 : 1 | 483 942 
943 <- 414 : 2 | 414 107 943 
944 <- 414 : 2 | 414 107 944 
945 <- 414 : 2 | 414 107 945 
946 <- 414 : 2 | 414 107 946 
947 <- 414 : 2 | 414 107 947 
948 <- 483 : 1 | 483 948 
949 <- 414 : 2 | 414 107 949 
950 <- 414 : 2 | 414 107 950 
951 <- 414 : 2 | 414 107 951 
952 <- 414 : 2 | 414 107 952 
953 <- 484 : 1 | 484 953 
954 <- 483 : 1 | 483 954 
955 <- 414 : 2 | 414 107 955 
956 <- 414 : 2 | 414 107 956 
957 <- 637 : 1 | 637 957 
958 <- 414 : 2 | 414 107 958 
959 <- 414 : 2 | 414 107 959 
960 <- 414 : 2 | 414 107 960 
961 <- 414 : 2 | 414 107 961 
962 <- 428 : 1 | 428 962 
963 <- 606 : 1 | 606 963 
964 <- 414 : 2 | 414 107 964 
965 <- 414 : 2 | 414 107 965 
966 <- 414 : 2 | 414 107 966 
967 <- 414 : 2 | 414 107 967 
968 <- 484 : 1 | 484 968 
969 <- 414 : 2 | 414 107 969 
970 <- 414 : 2 | 414 107 970 
971 <- 414 : 2 | 414 107 971 
972 <- 414 : 2 | 414 107 972 
973 <- 414 : 2 | 414 107 973 
974 <- 414 : 2 | 414 107 974 
975 <- 414 : 2 | 414 107 975 
976 <- 483 : 1 | 483 976 
977 <- 414 : 2 | 414 107 977 
978 <- 414 : 2 | 414 107 978 
979 <- 414 : 2 | 414 107 979 
980 <- 414 : 2 | 414 107 980 
981 <- 414 : 2 | 414 107 981 
982 <- 414 : 2 | 414 107 982 
983 <- 414 : 2 | 414 107 983 
984 <- 483 : 1 | 483 984 
985 <- 414 : 2 | 414 107 985 
986 <- 414 : 2 | 414 107 986 
987 <- 414 : 2 | 414 107 987 
988 <- 414 : 2 | 414 107 988 
989 <- 414 : 2 | 414 107 989 
990 <- 414 : 2 | 414 107 990 
991 <- 414 : 2 | 414 107 991 
992 <- 414 : 2 | 414 107 992 
993 <- 526 : 1 | 526 993 
994 <- 414 : 2 | 414 107 994 
995 <- 414 : 2 | 414 107 995 
996 <- 414 : 2 | 414 107 996 
997 <- 414 : 2 | 414 107 997 
998 <- 414 : 2 | 414 107 998 
999 <- 414 : 2 | 414 107 999 
1000 <- 414 : 2 | 414 107 1000 
1001 <- 483 : 1 | 483 1001 
1002 <- 414 : 2 | 414 107 1002 
1003 <- 414 : 2 | 414 107 1003 
1004 <- 414 : 2 | 414 107 1004 
1005 <- 414 : 2 | 414 107 1005 
1006 <- 414 : 2 | 414 107 1006 
1007 <- 414 : 2 | 414 107 1007 
1008 <- 414 : 2 | 414 107 1008 
1009 <- 414 : 2 | 414 107 1009 
1010 <- 414 : 2 | 414 107 1010 
1011 <- 651 : 1 | 651 1011 
1012 <- 483 : 1 | 483 1012 
1013 <- 428 : 1 | 428 1013 
1014 <- 483 : 1 | 483 1014 
1015 <- 414 : 2 | 414 107 1015 
1016 <- 414 : 2 | 414 107 1016 
1017 <- 414 : 2 | 414 107 1017 
1018 <- 483 : 1 | 483 1018 
1019 <- 596 : 1 | 596 1019 
1020 <- 483 : 1 | 483 1020 
1021 <- 414 : 2 | 414 107 1021 
1022 <- 596 : 1 | 596 1022 
1023 <- 649 : 1 | 649 1023 
1024 <- 414 : 2 | 414 107 1024 
1025 <- 483 : 1 | 483 1025 
1026 <- 414 : 2 | 414 107 1026 
1027 <- 414 : 2 | 414 107 1027 
1028 <- 414 : 2 | 414 107 1028 
1029 <- 484 : 1 | 484 1029 
1030 <- 414 : 2 | 414 107 1030 
1031 <- 414 : 2 | 414 107 1031 
1032 <- 483 : 1 | 483 1032 
1033 <- 414 : 2 | 414 107 1033 
1034 <- 414 : 2 | 414 107 1034 
1035 <- 414 : 2 | 414 107 1035 
1036 <- 414 : 2 | 414 107 1036 
1037 <- 414 : 2 | 414 107 1037 
1038 <- 414 : 2 | 414 107 1038 
1039 <- 414 : 2 | 414 107 1039 
1040 <- 414 : 2 | 414 107 1040 
1041 <- 414 : 2 | 414 107 1041 
1042 <- 414 : 2 | 414 107 1042 
1043 <- 414 : 2 | 414 107 1043 
1044 <- 414 : 2 | 414 107 1044 
1045 <- 414 : 2 | 414 107 1045 
1046 <- 414 : 2 | 414 107 1046 
1047 <- 414 : 2 | 414 107 1047 
1048 <- 414 : 2 | 414 107 1048 
1049 <- 526 : 1 | 526 1049 
1050 <- 414 : 2 | 414 107 1050 
1051 <- 414 : 2 | 414 107 1051 
1052 <- 606 : 1 | 606 1052 
1053 <- 414 : 2 | 414 107 1053 
1054 <- 526 : 1 | 526 1054 
1055 <- 414 : 2 | 414 107 1055 
1056 <- 414 : 2 | 414 107 1056 
1057 <- 414 : 2 | 414 107 1057 
1058 <- 414 : 2 | 414 107 1058 
1059 <- 414 : 2 | 414 107 1059 
1060 <- 637 : 1 | 637 1060 
1061 <- 414 : 2 | 414 107 1061 
1062 <- 414 : 2 | 414 107 1062 
1063 <- 414 : 2 | 414 107 1063 
1064 <- 414 : 2 | 414 107 1064 
1065 <- 414 : 2 | 414 107 1065 
1066 <- 483 : 1 | 483 1066 
1067 <- 637 : 1 | 637 1067 
1068 <- 414 : 2 | 414 107 1068 
1069 <- 414 : 2 | 414 107 1069 
1070 <- 563 : 1 | 563 1070 
1071 <- 414 : 2 | 414 107 1071 
1072 <- 414 : 2 | 414 107 1072 
1073 <- 414 : 2 | 414 107 1073 
1074 <- 526 : 1 | 526 1074 
1075 <- 526 : 1 | 526 1075 
1076 <- 414 : 2 | 414 107 1076 
1077 <- 414 : 2 | 414 107 1077 
1078 <- 526 : 1 | 526 1078 
1079 <- 414 : 2 | 414 107 1079 
