0 <- 896 : 2 | 896 107 0 
170 <- 896 : 3 | 896 107 0 170 
171 <- 904 : 1 | 904 171 
172 <- 896 : 3 | 896 107 0 172 
173 <- 1025 : 2 | 1025 348 173 
174 <- 896 : 3 | 896 107 0 174 
175 <- 896 : 3 | 896 107 0 175 
176 <- 896 : 3 | 896 107 0 176 
177 <- 896 : 3 | 896 107 0 177 
178 <- 896 : 3 | 896 107 0 178 
179 <- 896 : 3 | 896 107 0 179 
180 <- 896 : 3 | 896 107 0 180 
181 <- 896 : 3 | 896 107 0 181 
182 <- 896 : 3 | 896 107 0 182 
183 <- 896 : 3 | 896 107 0 183 
184 <- 896 : 3 | 896 107 0 184 
185 <- 896 : 3 | 896 107 0 185 
186 <- 896 : 3 | 896 107 0 186 
187 <- 896 : 3 | 896 107 0 187 
188 <- 896 : 3 | 896 107 0 188 
189 <- 904 : 2 | 904 171 189 
190 <- 896 : 3 | 896 107 0 190 
191 <- 896 : 3 | 896 107 0 191 
192 <- 896 : 3 | 896 107 0 192 
193 <- 896 : 3 | 896 107 0 193 
194 <- 896 : 3 | 896 107 0 194 
195 <- 896 : 3 | 896 107 0 195 
196 <- 896 : 3 | 896 107 0 196 
197 <- 896 : 3 | 896 107 0 197 
198 <- 1025 : 2 | 1025 348 198 
199 <- 896 : 3 | 896 107 0 199 
200 <- 896 : 3 | 896 107 0 200 
201 <- 896 : 3 | 896 107 0 201 
202 <- 896 : 3 | 896 107 0 202 
203 <- 896 : 3 | 896 107 0 203 
204 <- 896 : 3 | 896 107 0 204 
205 <- 896 : 3 | 896 107 0 205 
206 <- 896 : 3 | 896 107 0 206 
207 <- 896 : 3 | 896 107 0 207 
208 <- 896 : 3 | 896 107 0 208 
209 <- 896 : 3 | 896 107 0 209 
210 <- 896 : 3 | 896 107 0 210 
211 <- 896 : 3 | 896 107 0 211 
212 <- 896 : 3 | 896 107 0 212 
213 <- 896 : 3 | 896 107 0 213 
214 <- 896 : 3 | 896 107 0 214 
215 <- 896 : 3 | 896 107 0 215 
216 <- 896 : 3 | 896 107 0 216 
217 <- 904 : 2 | 904 171 217 
218 <- 896 : 3 | 896 107 0 218 
219 <- 896 : 3 | 896 107 0 219 
220 <- 896 : 3 | 896 107 0 220 
221 <- 896 : 3 | 896 107 0 221 
222 <- 896 : 3 | 896 107 0 222 
223 <- 896 : 3 | 896 107 0 223 
224 <- 896 : 3 | 896 107 0 224 
225 <- 896 : 3 | 896 107 0 225 
226 <- 896 : 3 | 896 107 0 226 
227 <- 896 : 3 | 896 107 0 227 
228 <- 896 : 3 | 896 107 0 228 
229 <- 896 : 3 | 896 107 0 229 
230 <- 896 : 3 | 896 107 0 230 
231 <- 896 : 3 | 896 107 0 231 
232 <- 896 : 3 | 896 107 0 232 
233 <- 896 : 3 | 896 107 0 233 
234 <- 896 : 3 | 896 107 0 234 
235 <- 896 : 3 | 896 107 0 235 
236 <- 896 : 3 | 896 107 0 236 
237 <- 896 : 3 | 896 107 0 237 
238 <- 896 : 3 | 896 107 0 238 
239 <- 896 : 3 | 896 107 0 239 
240 <- 896 : 3 | 896 107 0 240 
241 <- 896 : 3 | 896 107 0 241 
242 <- 896 : 3 | 896 107 0 242 
243 <- 896 : 3 | 896 107 0 243 
244 <- 896 : 3 | 896 107 0 244 
245 <- 896 : 3 | 896 107 0 245 
246 <- 896 : 3 | 896 107 0 246 
247 <- 896 : 3 | 896 107 0 247 
248 <- 896 : 3 | 896 107 0 248 
249 <- 896 : 3 | 896 107 0 249 
250 <- 896 : 3 | 896 107 0 250 
251 <- 896 : 3 | 896 107 0 251 
252 <- 896 : 3 | 896 107 0 252 
253 <- 896 : 3 | 896 107 0 253 
254 <- 896 : 3 | 896 107 0 254 
255 <- 896 : 3 | 896 107 0 255 
256 <- 896 : 3 | 896 107 0 256 
257 <- 896 : 3 | 896 107 0 257 
258 <- 896 : 3 | 896 107 0 258 
259 <- 896 : 3 | 896 107 0 259 
260 <- 896 : 3 | 896 107 0 260 
261 <- 896 : 3 | 896 107 0 261 
262 <- 896 : 3 | 896 107 0 262 
263 <- 896 : 3 | 896 107 0 263 
264 <- 896 : 3 | 896 107 0 264 
265 <- 896 : 3 | 896 107 0 265 
266 <- 896 : 3 | 896 107 0 266 
267 <- 896 : 3 | 896 107 0 267 
268 <- 896 : 3 | 896 107 0 268 
269 <- 896 : 3 | 896 107 0 269 
270 <- 896 : 3 | 896 107 0 270 
271 <- 896 : 3 | 896 107 0 271 
272 <- 896 : 3 | 896 107 0 272 
273 <- 896 : 3 | 896 107 0 273 
274 <- 896 : 3 | 896 107 0 274 
275 <- 896 : 3 | 896 107 0 275 
276 <- 896 : 3 | 896 107 0 276 
277 <- 896 : 3 | 896 107 0 277 
278 <- 896 : 3 | 896 107 0 278 
279 <- 896 : 3 | 896 107 0 279 
280 <- 896 : 3 | 896 107 0 280 
281 <- 896 : 3 | 896 107 0 281 
282 <- 896 : 3 | 896 107 0 282 
283 <- 896 : 3 | 896 107 0 283 
284 <- 896 : 3 | 896 107 0 284 
285 <- 896 : 3 | 896 107 0 285 
286 <- 896 : 3 | 896 107 0 286 
287 <- 896 : 3 | 896 107 0 287 
288 <- 896 : 3 | 896 107 0 288 
289 <- 896 : 3 | 896 107 0 289 
290 <- 896 : 3 | 896 107 0 290 
291 <- 896 : 3 | 896 107 0 291 
292 <- 896 : 3 | 896 107 0 292 
293 <- 896 : 3 | 896 107 0 293 
294 <- 896 : 3 | 896 107 0 294 
295 <- 896 : 3 | 896 107 0 295 
296 <- 896 : 3 | 896 107 0 296 
297 <- 896 : 3 | 896 107 0 297 
298 <- 896 : 3 | 896 107 0 298 
299 <- 896 : 3 | 896 107 0 299 
300 <- 896 : 3 | 896 107 0 300 
301 <- 896 : 3 | 896 107 0 301 
302 <- 896 : 3 | 896 107 0 302 
303 <- 896 : 3 | 896 107 0 303 
304 <- 896 : 3 | 896 107 0 304 
305 <- 896 : 3 | 896 107 0 305 
306 <- 896 : 3 | 896 107 0 306 
307 <- 896 : 3 | 896 107 0 307 
308 <- 896 : 3 | 896 107 0 308 
309 <- 896 : 3 | 896 107 0 309 
310 <- 896 : 3 | 896 107 0 310 
311 <- 896 : 3 | 896 107 0 311 
312 <- 896 : 3 | 896 107 0 312 
313 <- 896 : 3 | 896 107 0 313 
314 <- 896 : 3 | 896 107 0 314 
315 <- 896 : 3 | 896 107 0 315 
316 <- 896 : 3 | 896 107 0 316 
317 <- 896 : 3 | 896 107 0 317 
318 <- 896 : 3 | 896 107 0 318 
319 <- 896 : 3 | 896 107 0 319 
320 <- 896 : 3 | 896 107 0 320 
321 <- 896 : 3 | 896 107 0 321 
322 <- 896 : 3 | 896 107 0 322 
323 <- 896 : 3 | 896 107 0 323 
324 <- 896 : 3 | 896 107 0 324 
325 <- 896 : 3 | 896 107 0 325 
326 <- 896 : 3 | 896 107 0 326 
327 <- 896 : 3 | 896 107 0 327 
328 <- 896 : 3 | 896 107 0 328 
329 <- 896 : 3 | 896 107 0 329 
330 <- 896 : 3 | 896 107 0 330 
331 <- 896 : 3 | 896 107 0 331 
332 <- 896 : 3 | 896 107 0 332 
333 <- 896 : 3 | 896 107 0 333 
334 <- 896 : 3 | 896 107 0 334 
335 <- 896 : 3 | 896 107 0 335 
336 <- 896 : 3 | 896 107 0 336 
337 <- 896 : 3 | 896 107 0 337 
338 <- 896 : 3 | 896 107 0 338 
339 <- 896 : 3 | 896 107 0 339 
340 <- 896 : 3 | 896 107 0 340 
341 <- 896 : 3 | 896 107 0 341 
342 <- 896 : 3 | 896 107 0 342 
343 <- 896 : 3 | 896 107 0 343 
344 <- 896 : 3 | 896 107 0 344 
345 <- 896 : 3 | 896 107 0 345 
346 <- 896 : 3 | 896 107 0 346 
347 <- 896 : 3 | 896 107 0 347 
348 <- 1025 : 1 | 1025 348 
349 <- 1025 : 2 | 1025 348 349 
350 <- 1025 : 2 | 1025 348 350 
351 <- 1025 : 2 | 1025 348 351 
352 <- 1025 : 2 | 1025 348 352 
353 <- 930 : 1 | 930 353 
354 <- 1025 : 2 | 1025 348 354 
355 <- 1025 : 2 | 1025 348 355 
356 <- 1025 : 2 | 1025 348 356 
357 <- 1025 : 2 | 1025 348 357 
358 <- 1025 : 2 | 1025 348 358 
359 <- 1025 : 2 | 1025 348 359 
360 <- 1025 : 2 | 1025 348 360 
361 <- 1025 : 2 | 1025 348 361 
362 <- 1025 : 2 | 1025 348 362 
363 <- 936 : 1 | 936 363 
364 <- 1025 : 2 | 1025 348 364 
365 <- 1025 : 2 | 1025 348 365 
366 <- 930 : 1 | 930 366 
367 <- 1025 : 2 | 1025 348 367 
368 <- 1025 : 2 | 1025 348 368 
369 <- 1025 : 2 | 1025 348 369 
370 <- 1025 : 2 | 1025 348 370 
371 <- 1025 : 2 | 1025 348 371 
372 <- 1025 : 2 | 1025 348 372 
373 <- 1025 : 2 | 1025 348 373 
374 <- 1025 : 2 | 1025 348 374 
375 <- 1025 : 2 | 1025 348 375 
376 <- 1095 : 1 | 1095 376 
377 <- 1025 : 2 | 1025 348 377 
378 <- 1025 : 2 | 1025 348 378 
379 <- 1025 : 2 | 1025 348 379 
380 <- 1025 : 2 | 1025 348 380 
381 <- 1025 : 2 | 1025 348 381 
382 <- 1025 : 2 | 1025 348 382 
383 <- 1025 : 2 | 1025 348 383 
384 <- 1025 : 2 | 1025 348 384 
385 <- 1025 : 2 | 1025 348 385 
386 <- 1025 : 2 | 1025 348 386 
387 <- 1025 : 2 | 1025 348 387 
388 <- 1025 : 2 | 1025 348 388 
389 <- 949 : 1 | 949 389 
390 <- 1025 : 2 | 1025 348 390 
391 <- 1025 : 2 | 1025 348 391 
392 <- 1025 : 2 | 1025 348 392 
393 <- 1025 : 2 | 1025 348 393 
394 <- 1025 : 2 | 1025 348 394 
395 <- 1025 : 2 | 1025 348 395 
396 <- 1025 : 2 | 1025 348 396 
397 <- 1025 : 2 | 1025 348 397 
398 <- 1025 : 2 | 1025 348 398 
399 <- 1025 : 2 | 1025 348 399 
400 <- 1025 : 2 | 1025 348 400 
401 <- 1025 : 2 | 1025 348 401 
402 <- 1025 : 2 | 1025 348 402 
403 <- 1025 : 2 | 1025 348 403 
404 <- 1025 : 2 | 1025 348 404 
405 <- 1025 : 2 | 1025 348 405 
406 <- 1025 : 2 | 1025 348 406 
407 <- 1025 : 2 | 1025 348 407 
408 <- 1025 : 2 | 1025 348 408 
409 <- 1025 : 2 | 1025 348 409 
410 <- 1025 : 2 | 1025 348 410 
411 <- 1025 : 2 | 1025 348 411 
412 <- 1025 : 2 | 1025 348 412 
413 <- 1025 : 2 | 1025 348 413 
414 <- 896 : 2 | 896 107 414 
415 <- 1025 : 2 | 1025 348 415 
416 <- 1025 : 2 | 1025 348 416 
417 <- 1025 : 2 | 1025 348 417 
418 <- 1025 : 2 | 1025 348 418 
419 <- 1025 : 2 | 1025 348 419 
420 <- 936 : 1 | 936 420 
421 <- 1025 : 2 | 1025 348 421 
422 <- 1025 : 2 | 1025 348 422 
423 <- 1025 : 2 | 1025 348 423 
424 <- 1025 : 2 | 1025 348 424 
425 <- 1025 : 2 | 1025 348 425 
426 <- 1025 : 2 | 1025 348 426 
427 <- 1025 : 2 | 1025 348 427 
428 <- 915 : 1 | 915 428 
429 <- 1025 : 2 | 1025 348 429 
430 <- 1025 : 2 | 1025 348 430 
431 <- 1025 : 2 | 1025 348 431 
432 <- 1025 : 2 | 1025 348 432 
433 <- 1025 : 2 | 1025 348 433 
434 <- 1025 : 2 | 1025 348 434 
435 <- 1025 : 2 | 1025 348 435 
436 <- 1025 : 2 | 1025 348 436 
437 <- 1025 : 2 | 1025 348 437 
438 <- 1025 : 2 | 1025 348 438 
439 <- 1025 : 2 | 1025 348 439 
440 <- 1025 : 2 | 1025 348 440 
441 <- 1025 : 2 | 1025 348 441 
442 <- 1025 : 2 | 1025 348 442 
443 <- 1025 : 2 | 1025 348 443 
444 <- 1025 : 2 | 1025 348 444 
445 <- 1025 : 2 | 1025 348 445 
446 <- 1025 : 2 | 1025 348 446 
447 <- 1025 : 2 | 1025 348 447 
448 <- 1025 : 2 | 1025 348 448 
449 <- 1025 : 2 | 1025 348 449 
450 <- 1025 : 2 | 1025 348 450 
451 <- 1025 : 2 | 1025 348 451 
452 <- 1025 : 2 | 1025 348 452 
453 <- 1025 : 2 | 1025 348 453 
454 <- 1025 : 2 | 1025 348 454 
455 <- 1025 : 2 | 1025 348 455 
456 <- 1025 : 2 | 1025 348 456 
457 <- 1025 : 2 | 1025 348 457 
458 <- 1025 : 2 | 1025 348 458 
459 <- 1025 : 2 | 1025 348 459 
460 <- 1025 : 2 | 1025 348 460 
461 <- 1025 : 2 | 1025 348 461 
462 <- 1025 : 2 | 1025 348 462 
463 <- 1025 : 2 | 1025 348 463 
464 <- 1025 : 2 | 1025 348 464 
465 <- 1025 : 2 | 1025 348 465 
466 <- 1025 : 2 | 1025 348 466 
467 <- 1025 : 2 | 1025 348 467 
468 <- 1025 : 2 | 1025 348 468 
469 <- 1025 : 2 | 1025 348 469 
470 <- 1025 : 2 | 1025 348 470 
471 <- 1025 : 2 | 1025 348 471 
472 <- 1025 : 2 | 1025 348 472 
473 <- 1025 : 2 | 1025 348 473 
474 <- 1025 : 2 | 1025 348 474 
475 <- 930 : 1 | 930 475 
476 <- 1025 : 2 | 1025 348 476 
477 <- 1025 : 2 | 1025 348 477 
478 <- 1025 : 2 | 1025 348 478 
479 <- 1025 : 2 | 1025 348 479 
480 <- 1025 : 2 | 1025 348 480 
481 <- 1025 : 2 | 1025 348 481 
482 <- 1025 : 2 | 1025 348 482 
483 <- 896 : 1 | 896 483 
484 <- 913 : 1 | 913 484 
485 <- 1025 : 2 | 1025 348 485 
486 <- 1025 : 2 | 1025 348 486 
487 <- 1025 : 2 | 1025 348 487 
488 <- 1025 : 2 | 1025 348 488 
489 <- 1025 : 2 | 1025 348 489 
490 <- 1025 : 2 | 1025 348 490 
491 <- 1025 : 2 | 1025 348 491 
492 <- 1025 : 2 | 1025 348 492 
493 <- 1025 : 2 | 1025 348 493 
494 <- 1025 : 2 | 1025 348 494 
495 <- 1025 : 2 | 1025 348 495 
496 <- 1025 : 2 | 1025 348 496 
497 <- 1025 : 2 | 1025 348 497 
498 <- 1025 : 2 | 1025 348 498 
499 <- 1025 : 2 | 1025 348 499 
500 <- 1025 : 2 | 1025 348 500 
501 <- 1025 : 2 | 1025 348 501 
502 <- 1025 : 2 | 1025 348 502 
503 <- 1025 : 2 | 1025 348 503 
504 <- 1025 : 2 | 1025 348 504 
505 <- 1025 : 2 | 1025 348 505 
506 <- 1025 : 2 | 1025 348 506 
507 <- 1025 : 2 | 1025 348 507 
508 <- 1025 : 2 | 1025 348 508 
509 <- 1025 : 2 | 1025 348 509 
510 <- 1025 : 2 | 1025 348 510 
511 <- 1025 : 2 | 1025 348 511 
512 <- 1025 : 2 | 1025 348 512 
513 <- 1025 : 2 | 1025 348 513 
514 <- 1025 : 2 | 1025 348 514 
515 <- 1025 : 2 | 1025 348 515 
516 <- 1025 : 2 | 1025 348 516 
517 <- 905 : 1 | 905 517 
518 <- 1025 : 2 | 1025 348 518 
519 <- 1025 : 2 | 1025 348 519 
520 <- 1025 : 2 | 1025 348 520 
521 <- 1025 : 2 | 1025 348 521 
522 <- 1025 : 2 | 1025 348 522 
523 <- 1025 : 2 | 1025 348 523 
524 <- 1025 : 2 | 1025 348 524 
525 <- 1025 : 2 | 1025 348 525 
526 <- 906 : 1 | 906 526 
527 <- 1025 : 2 | 1025 348 527 
528 <- 1025 : 2 | 1025 348 528 
529 <- 1025 : 2 | 1025 348 529 
530 <- 1025 : 2 | 1025 348 530 
531 <- 1025 : 2 | 1025 348 531 
532 <- 1025 : 2 | 1025 348 532 
533 <- 1025 : 2 | 1025 348 533 
534 <- 1025 : 2 | 1025 348 534 
535 <- 1025 : 2 | 1025 348 535 
536 <- 1025 : 2 | 1025 348 536 
537 <- 1025 : 2 | 1025 348 537 
538 <- 948 : 1 | 948 538 
539 <- 1025 : 2 | 1025 348 539 
540 <- 1025 : 2 | 1025 348 540 
541 <- 1025 : 2 | 1025 348 541 
542 <- 1025 : 2 | 1025 348 542 
543 <- 1025 : 2 | 1025 348 543 
544 <- 1025 : 2 | 1025 348 544 
545 <- 1025 : 2 | 1025 348 545 
546 <- 1025 : 2 | 1025 348 546 
547 <- 1025 : 2 | 1025 348 547 
548 <- 1025 : 2 | 1025 348 548 
549 <- 1025 : 2 | 1025 348 549 
550 <- 1025 : 2 | 1025 348 550 
551 <- 1025 : 2 | 1025 348 551 
552 <- 1025 : 2 | 1025 348 552 
553 <- 1025 : 2 | 1025 348 553 
554 <- 1025 : 2 | 1025 348 554 
555 <- 1025 : 2 | 1025 348 555 
556 <- 1025 : 2 | 1025 348 556 
557 <- 1025 : 2 | 1025 348 557 
558 <- 1025 : 2 | 1025 348 558 
559 <- 1025 : 2 | 1025 348 559 
560 <- 1025 : 2 | 1025 348 560 
561 <- 1025 : 2 | 1025 348 561 
562 <- 1025 : 2 | 1025 348 562 
563 <- 1013 : 1 | 1013 563 
564 <- 1025 : 2 | 1025 348 564 
565 <- 1025 : 2 | 1025 348 565 
566 <- 936 : 1 | 936 566 
567 <- 1025 : 2 | 1025 348 567 
568 <- 1025 : 2 | 1025 348 568 
569 <- 1025 : 2 | 1025 348 569 
570 <- 1025 : 2 | 1025 348 570 
571 <- 1025 : 2 | 1025 348 571 
572 <- 1025 : 2 | 1025 348 572 
573 <- 896 : 3 | 896 107 414 573 
574 <- 917 : 2 | 917 596 574 
575 <- 896 : 3 | 896 107 414 575 
576 <- 896 : 3 | 896 107 414 576 
577 <- 896 : 3 | 896 107 414 577 
578 <- 896 : 3 | 896 107 414 578 
579 <- 896 : 3 | 896 107 414 579 
580 <- 930 : 1 | 930 580 
581 <- 896 : 3 | 896 107 414 581 
582 <- 896 : 3 | 896 107 414 582 
583 <- 896 : 3 | 896 107 414 583 
584 <- 917 : 2 | 917 596 584 
585 <- 896 : 3 | 896 107 414 585 
586 <- 1095 : 2 | 1095 376 586 
587 <- 1095 : 2 | 1095 376 587 
588 <- 896 : 3 | 896 107 414 588 
589 <- 917 : 2 | 917 596 589 
590 <- 1025 : 3 | 1025 348 373 590 
591 <- 936 : 2 | 936 363 591 
592 <- 896 : 3 | 896 107 414 592 
593 <- 936 : 2 | 936 566 593 
594 <- 915 : 2 | 915 428 594 
595 <- 896 : 3 | 896 107 414 595 
596 <- 917 : 1 | 917 596 
597 <- 896 : 3 | 896 107 414 597 
598 <- 896 : 3 | 896 107 414 598 
599 <- 896 : 3 | 896 107 414 599 
600 <- 896 : 3 | 896 107 414 600 
601 <- 976 : 1 | 976 601 
602 <- 896 : 3 | 896 107 414 602 
603 <- 896 : 3 | 896 107 414 603 
604 <- 1095 : 2 | 1095 376 604 
605 <- 896 : 3 | 896 107 414 605 
606 <- 905 : 1 | 905 606 
607 <- 896 : 3 | 896 107 414 607 
608 <- 896 : 3 | 896 107 414 608 
609 <- 915 : 2 | 915 428 609 
610 <- 1095 : 2 | 1095 376 610 
611 <- 896 : 3 | 896 107 414 611 
612 <- 896 : 3 | 896 107 414 612 
613 <- 896 : 3 | 896 107 414 613 
614 <- 1095 : 2 | 1095 376 614 
615 <- 896 : 3 | 896 107 414 615 
616 <- 917 : 2 | 917 596 616 
617 <- 896 : 3 | 896 107 414 617 
618 <- 917 : 2 | 917 596 618 
619 <- 896 : 3 | 896 107 414 619 
620 <- 917 : 2 | 917 596 620 
621 <- 896 : 3 | 896 107 414 621 
622 <- 896 : 3 | 896 107 414 622 
623 <- 896 : 3 | 896 107 414 623 
624 <- 896 : 3 | 896 107 414 624 
625 <- 896 : 3 | 896 107 414 625 
626 <- 896 : 3 | 896 107 414 626 
627 <- 896 : 3 | 896 107 414 627 
628 <- 896 : 3 | 896 107 414 628 
629 <- 896 : 2 | 896 107 629 
630 <- 917 : 2 | 917 596 630 
631 <- 896 : 3 | 896 107 414 631 
632 <- 896 : 3 | 896 107 414 632 
633 <- 896 : 3 | 896 107 414 633 
634 <- 1095 : 2 | 1095 376 634 
635 <- 896 : 3 | 896 107 414 635 
636 <- 896 : 3 | 896 107 414 636 
637 <- 896 : 1 | 896 637 
638 <- 896 : 3 | 896 107 414 638 
639 <- 896 : 2 | 896 483 639 
640 <- 896 : 3 | 896 107 414 640 
